,Word,Start,End,Conf,time_spent,length,std_time_spent,post_space
335,articles,112.92,113.37,100.0,0.4500000000000028,8,0.05625000000000035,0.0
336,by,113.37,113.52,100.0,0.1499999999999914,2,0.0749999999999957,0.0
337,mar,113.52,113.76,37.9035,0.2400000000000091,3,0.08000000000000303,0.0
338,thirty,113.76,113.94,100.0,0.1799999999999926,6,0.029999999999998767,0.030000000000001137
339,first,113.97,114.3,57.54860000000001,0.3299999999999983,5,0.06599999999999966,0.019408999999996013
340,to,114.319409,114.48,88.94680000000001,0.1605910000000108,2,0.0802955000000054,0.0
341,someone,114.48,114.87,100.0,0.3900000000000005,7,0.055714285714285786,0.0
342,i,114.87,114.99,100.0,0.1199999999999903,1,0.1199999999999903,0.0
343,greatly,114.99,115.44,100.0,0.4500000000000028,7,0.06428571428571468,0.0
344,respect,115.44,115.95,100.0,0.5100000000000051,7,0.07285714285714359,0.480000000000004
345,and,116.43,116.73,100.0,0.2999999999999971,3,0.09999999999999903,0.060000000000002274
346,looking,116.79,117.18,100.0,0.3900000000000005,7,0.055714285714285786,0.0
347,at,117.18,117.3,100.0,0.1199999999999903,2,0.05999999999999515,0.0
348,these,117.3,117.48,100.0,0.1800000000000068,5,0.03600000000000136,0.0
349,articles,117.48,118.14,100.0,0.6599999999999966,8,0.08249999999999957,0.060000000000002274
350,on,118.2,118.56,100.0,0.3599999999999994,2,0.1799999999999997,0.12000000000000455
351,with,118.68,118.98,100.0,0.2999999999999971,4,0.07499999999999928,0.0
352,the,118.98,119.07,100.0,0.0899999999999892,3,0.0299999999999964,0.0
353,benefit,119.07,119.55,100.0,0.480000000000004,7,0.06857142857142914,0.0
354,of,119.55,119.67,100.0,0.1200000000000045,2,0.06000000000000225,0.0
355,time,119.67,120.09,100.0,0.4200000000000017,4,0.10500000000000043,0.030000000000001137
356,so,120.12,120.27,100.0,0.1499999999999914,2,0.0749999999999957,0.0
357,that,120.27,120.51,100.0,0.2400000000000091,4,0.060000000000002274,0.0899999999999892
358,one,120.6,120.87,100.0,0.2700000000000102,3,0.0900000000000034,0.0
359,from,120.87,121.02,100.0,0.1499999999999914,4,0.03749999999999785,0.0
360,two,121.02,121.17,100.0,0.1500000000000056,3,0.05000000000000187,0.0
361,thousand,121.17,121.44,100.0,0.269999999999996,8,0.0337499999999995,0.0
362,and,121.44,121.5,100.0,0.0600000000000022,3,0.020000000000000732,0.0
363,eight,121.5,121.71,100.0,0.2099999999999937,5,0.04199999999999874,0.060000000000002274
364,there's,121.77,121.95,100.0,0.1800000000000068,7,0.025714285714286685,0.0
365,one,121.95,122.16,100.0,0.2099999999999937,3,0.0699999999999979,0.0
366,more,122.16,122.31,100.0,0.1500000000000056,4,0.0375000000000014,0.0
367,recently,122.31,122.85,100.0,0.539999999999992,8,0.067499999999999,0.30000000000001137
368,i,123.15,123.3,100.0,0.1499999999999914,1,0.1499999999999914,0.0
369,think,123.3,123.48,100.0,0.1800000000000068,5,0.03600000000000136,0.0
370,these,123.48,123.66,100.0,0.1799999999999926,5,0.03599999999999852,0.0
371,titles,123.66,124.08,100.0,0.4200000000000017,6,0.07000000000000028,0.09000000000000341
372,alone,124.17,124.53,100.0,0.3599999999999994,5,0.07199999999999987,0.0
373,sort,124.53,124.68,100.0,0.1500000000000056,4,0.0375000000000014,0.0
374,of,124.68,124.77,100.0,0.0899999999999892,2,0.0449999999999946,0.0
375,tell,124.77,124.982578,100.0,0.2125780000000077,4,0.053144500000001926,0.0
376,the,124.982578,125.07,70.4486,0.0874219999999894,3,0.029140666666663134,0.0
377,story,125.07,125.55,100.0,0.480000000000004,5,0.09600000000000079,0.6000000000000085
378,and,126.15,126.39,71.46329999999999,0.2399999999999948,3,0.07999999999999827,0.1799999999999926
379,i,126.57,126.75,100.0,0.1800000000000068,1,0.1800000000000068,0.0
380,think,126.75,127.02,100.0,0.269999999999996,5,0.0539999999999992,0.060000000000002274
381,this,127.08,127.26,100.0,0.1800000000000068,4,0.0450000000000017,0.0
382,is,127.26,127.38,100.0,0.1199999999999903,2,0.05999999999999515,0.0
383,a,127.38,127.47,100.0,0.0900000000000034,1,0.0900000000000034,0.0
384,really,127.47,127.98,100.0,0.5100000000000051,6,0.08500000000000085,0.0
385,good,127.98,128.34,100.0,0.3599999999999994,4,0.08999999999999984,0.0
386,attitude,128.34,128.82,100.0,0.4799999999999897,8,0.059999999999998714,0.5100000000000193
387,next,129.33,129.6,100.0,0.2699999999999818,4,0.06749999999999545,0.0
388,slide,129.6,129.93,100.0,0.3300000000000125,5,0.0660000000000025,0.9899999999999807
389,so,130.92,131.31,100.0,0.3900000000000148,2,0.1950000000000074,0.5699999999999932
390,you,131.88,132.0,100.0,0.1200000000000045,3,0.0400000000000015,0.0
391,know,132.0,132.15,100.0,0.1500000000000056,4,0.0375000000000014,0.030000000000001137
392,i,132.18,132.24,100.0,0.0600000000000022,1,0.0600000000000022,0.0
393,think,132.24,132.6,100.0,0.3599999999999852,5,0.07199999999999704,0.09000000000000341
394,when,132.69,132.96,100.0,0.2700000000000102,4,0.06750000000000254,0.0
395,you,132.96,133.08,100.0,0.1200000000000045,3,0.0400000000000015,0.030000000000001137
396,read,133.11,133.38,100.0,0.2699999999999818,4,0.06749999999999545,0.0
397,these,133.38,133.53,100.0,0.1500000000000056,5,0.03000000000000112,0.0
398,articles,133.53,133.92,86.9842,0.3899999999999863,8,0.04874999999999829,0.0
399,i,133.92,133.95,100.0,0.0300000000000011,1,0.0300000000000011,0.0
400,encourage,133.95,134.37,100.0,0.4200000000000159,9,0.04666666666666844,0.0
401,you,134.37,134.49,100.0,0.1200000000000045,3,0.0400000000000015,0.0
402,to,134.49,134.61,100.0,0.1200000000000045,2,0.06000000000000225,0.0
403,read,134.61,134.79,100.0,0.1799999999999784,4,0.0449999999999946,0.0
404,this,134.79,134.94,100.0,0.1500000000000056,4,0.0375000000000014,0.0
405,two,134.94,135.09,100.0,0.1500000000000056,3,0.05000000000000187,0.0
406,thousand,135.09,135.45,100.0,0.3599999999999852,8,0.04499999999999815,0.0
407,and,135.45,135.54,100.0,0.0900000000000034,3,0.030000000000001133,0.030000000000001137
408,eight,135.57,135.72,100.0,0.1500000000000056,5,0.03000000000000112,0.0
409,article,135.72,136.08,100.0,0.3600000000000136,7,0.05142857142857337,0.0
410,because,136.08,136.38,100.0,0.2999999999999829,7,0.042857142857140415,0.0
411,it,136.38,136.47,100.0,0.0900000000000034,2,0.0450000000000017,0.060000000000002274
412,holds,136.53,136.83,100.0,0.3000000000000113,5,0.06000000000000226,0.0
413,up,136.83,136.95,100.0,0.1199999999999761,2,0.05999999999998805,0.0
414,very,136.95,137.34,100.0,0.3900000000000148,4,0.0975000000000037,0.0
415,well,137.34,137.562539,100.0,0.2225389999999834,4,0.05563474999999585,0.0
416,and,137.562539,137.7,28.2885,0.1374610000000018,3,0.045820333333333935,0.0
417,a,137.7,137.76,100.0,0.0600000000000022,1,0.0600000000000022,0.0
418,lot,137.76,137.97,100.0,0.2100000000000079,3,0.07000000000000263,0.0
419,of,137.97,138.06,100.0,0.0900000000000034,2,0.0450000000000017,0.0
420,ways,138.06,138.36,79.0897,0.3000000000000113,4,0.07500000000000283,0.3299999999999841
421,so,138.69,138.96,100.0,0.2700000000000102,2,0.1350000000000051,0.060000000000002274
422,here,139.02,139.170659,59.1764,0.1506589999999903,4,0.037664749999997575,0.0
423,are,139.170659,139.2,51.192800000000005,0.029340999999988,3,0.009780333333329333,0.01368200000001707
424,some,139.213682,139.38,100.0,0.1663179999999897,4,0.041579499999997424,0.0
425,clothes,139.38,139.95,100.0,0.5699999999999932,7,0.08142857142857045,0.09000000000000341
426,so,140.04,140.43,100.0,0.3900000000000148,2,0.1950000000000074,0.23999999999998067
427,you,140.67,140.82,100.0,0.1500000000000056,3,0.05000000000000187,0.0
428,know,140.82,141.06,100.0,0.2400000000000091,4,0.060000000000002274,0.47999999999998977
429,marty,141.54,141.9,100.0,0.3600000000000136,5,0.07200000000000271,0.0
430,looked,141.9,142.11,100.0,0.2100000000000079,6,0.035000000000001315,0.0
431,at,142.11,142.2,100.0,0.0899999999999749,2,0.04499999999998745,0.0
432,this,142.2,142.44,100.0,0.2400000000000091,4,0.060000000000002274,0.09000000000000341
433,and,142.53,142.98,100.0,0.4499999999999886,3,0.1499999999999962,0.09000000000000341
434,i,143.07,143.52,100.0,0.450000000000017,1,0.450000000000017,0.060000000000002274
435,you,143.58,143.7,100.0,0.1199999999999761,3,0.039999999999992035,0.0
436,know,143.7,143.85,100.0,0.1500000000000056,4,0.0375000000000014,0.9300000000000068
437,author,144.78,145.02,71.858,0.2400000000000091,6,0.040000000000001514,0.0
438,admits,145.02,145.38,100.0,0.3599999999999852,6,0.059999999999997534,0.36000000000001364
439,very,145.74,145.98,100.0,0.2399999999999806,4,0.05999999999999515,0.030000000000001137
440,puzzled,146.01,146.34,100.0,0.3300000000000125,7,0.04714285714285893,0.0
441,by,146.34,146.49,100.0,0.1500000000000056,2,0.0750000000000028,0.0
442,these,146.49,146.67,100.0,0.1799999999999784,5,0.03599999999999568,0.0
443,tae,146.67,146.88,100.0,0.2100000000000079,3,0.07000000000000263,0.0
444,clouds,146.88,147.45,100.0,0.5699999999999932,6,0.09499999999999886,0.09000000000000341
445,there's,147.54,147.81,100.0,0.2700000000000102,7,0.038571428571430026,0.27000000000001023
446,obviously,148.08,148.56,100.0,0.4799999999999897,9,0.05333333333333219,0.0
447,better,148.56,148.8,100.0,0.2400000000000091,6,0.040000000000001514,0.0
448,ways,148.8,149.01,97.9516,0.2099999999999795,4,0.05249999999999488,0.0
449,to,149.01,149.13,100.0,0.1200000000000045,2,0.06000000000000225,0.0
450,show,149.13,149.28,100.0,0.1500000000000056,4,0.0375000000000014,0.0
451,the,149.28,149.4,100.0,0.1200000000000045,3,0.0400000000000015,0.0
452,data,149.4,149.82,100.0,0.4199999999999875,4,0.10499999999999687,0.4200000000000159
453,and,150.24,150.42,100.0,0.1799999999999784,3,0.0599999999999928,0.0
454,yet,150.42,150.84,100.0,0.4200000000000159,3,0.14000000000000531,0.030000000000001137
455,they,150.87,151.08,100.0,0.2100000000000079,4,0.052500000000001976,0.0
456,are,151.08,151.29,100.0,0.2099999999999795,3,0.06999999999999316,0.0
457,all,151.29,151.68,100.0,0.3900000000000148,3,0.13000000000000492,0.0
458,over,151.68,152.1,100.0,0.4199999999999875,4,0.10499999999999687,0.0
459,and,152.1,152.37,100.0,0.2700000000000102,3,0.0900000000000034,0.2400000000000091
460,the,152.61,152.88,100.0,0.2699999999999818,3,0.08999999999999393,0.030000000000001137
461,important,152.91,153.33,100.0,0.4200000000000159,9,0.04666666666666844,0.0
462,reaction,153.33,153.75,100.0,0.4199999999999875,8,0.05249999999999844,0.0
463,here,153.75,153.930161,100.0,0.1801609999999982,4,0.04504024999999955,0.0
464,is,153.930161,154.05,96.8104,0.1198390000000131,2,0.05991950000000655,0.060000000000002274
465,try,154.11,154.32,55.75560000000001,0.2099999999999795,3,0.06999999999999316,0.013271000000003141
466,to,154.333271,154.47,100.0,0.1367290000000025,2,0.06836450000000124,0.060000000000002274
467,understand,154.53,155.1,100.0,0.5699999999999932,10,0.056999999999999315,0.060000000000002274
468,why,155.16,155.61,100.0,0.450000000000017,3,0.15000000000000566,0.029999999999972715
469,and,155.64,155.73,100.0,0.0900000000000034,3,0.030000000000001133,0.0
470,i,155.73,155.79,100.0,0.0600000000000022,1,0.0600000000000022,0.0
471,think,155.79,155.97,100.0,0.1800000000000068,5,0.03600000000000136,0.0
472,that's,155.97,156.24,100.0,0.2700000000000102,6,0.0450000000000017,0.0
473,the,156.24,156.36,100.0,0.1200000000000045,3,0.0400000000000015,0.0
474,attitude,156.36,156.75,100.0,0.3899999999999863,8,0.04874999999999829,0.0
475,we,156.75,156.84,100.0,0.0900000000000034,2,0.0450000000000017,0.0
476,should,156.84,156.99,100.0,0.1500000000000056,6,0.025000000000000935,0.0
477,have,156.99,157.26,100.0,0.2699999999999818,4,0.06749999999999545,0.030000000000001137
478,with,157.29,157.5,100.0,0.2100000000000079,4,0.052500000000001976,0.0
479,this,157.5,157.65,100.0,0.1500000000000056,4,0.0375000000000014,0.0
480,type,157.65,157.86,100.0,0.2100000000000079,4,0.052500000000001976,0.0
481,of,157.86,157.92,100.0,0.0599999999999738,2,0.0299999999999869,0.0
482,visualization,157.92,158.55,100.0,0.6300000000000239,13,0.0484615384615403,0.3599999999999852
483,so,158.91,159.09,61.4767,0.1800000000000068,2,0.0900000000000034,0.015498000000008005
484,next,159.105498,159.303955,100.0,0.1984569999999905,4,0.049614249999997626,0.0
485,slide,159.303955,159.6,77.9371,0.2960449999999923,5,0.05920899999999846,0.6599999999999966
486,and,160.26,160.59,100.0,0.3300000000000125,3,0.11000000000000416,0.030000000000001137
487,what,160.62,160.92,100.0,0.2999999999999829,4,0.07499999999999572,0.3300000000000125
488,she,161.25,161.43,100.0,0.1800000000000068,3,0.06000000000000227,0.0
489,found,161.43,161.849648,100.0,0.4196479999999951,5,0.08392959999999902,0.0003519999999923584
490,is,161.85,162.0,54.4802,0.1500000000000056,2,0.0750000000000028,0.09000000000000341
491,she,162.09,162.24,100.0,0.1500000000000056,3,0.05000000000000187,0.0
492,got,162.24,162.42,97.994,0.1799999999999784,3,0.0599999999999928,0.030000000000001137
493,two,162.45,162.6,58.4267,0.1500000000000056,3,0.05000000000000187,0.0
494,conclusions,162.6,163.14,58.512600000000006,0.539999999999992,11,0.049090909090908366,0.21000000000000796
495,one,163.35,163.71,100.0,0.3600000000000136,3,0.12000000000000453,0.0
496,is,163.71,163.92,100.0,0.2099999999999795,2,0.10499999999998975,0.0
497,just,163.92,164.07,71.0357,0.1500000000000056,4,0.0375000000000014,0.030000000000001137
498,pointing,164.1,164.34,100.0,0.2400000000000091,8,0.030000000000001137,0.0
499,out,164.34,164.43,100.0,0.0900000000000034,3,0.030000000000001133,0.0
500,look,164.43,164.61,56.6726,0.1800000000000068,4,0.0450000000000017,0.013783999999986918
501,there,164.623784,164.76,94.276,0.1362159999999903,5,0.02724319999999806,0.0
502,is,164.76,164.88,94.276,0.1200000000000045,2,0.06000000000000225,0.0
503,a,164.88,164.97,100.0,0.0900000000000034,1,0.0900000000000034,0.0
504,social,164.97,165.45,100.0,0.4799999999999897,6,0.07999999999999828,0.0
505,dimension,165.45,165.96,100.0,0.5100000000000193,9,0.056666666666668815,0.2699999999999818
506,to,166.23,166.35,100.0,0.1200000000000045,2,0.06000000000000225,0.0
507,tag,166.35,166.65,100.0,0.3000000000000113,3,0.10000000000000377,0.0
508,clouds,166.65,167.16,100.0,0.5099999999999909,6,0.08499999999999848,0.36000000000001364
509,that,167.52,167.73,100.0,0.2099999999999795,4,0.05249999999999488,0.0
510,is,167.73,167.85,100.0,0.1200000000000045,2,0.06000000000000225,0.030000000000001137
511,deeply,167.88,168.33,100.0,0.450000000000017,6,0.07500000000000283,0.0
512,important,168.33,168.93,100.0,0.5999999999999943,9,0.06666666666666604,1.049999999999983
513,to,169.98,170.1,100.0,0.1200000000000045,2,0.06000000000000225,0.0
514,this,170.1,170.37,100.0,0.2700000000000102,4,0.06750000000000254,0.6599999999999966
515,and,171.03,171.18,100.0,0.1500000000000056,3,0.05000000000000187,0.0
516,there's,171.18,171.36,80.21209999999999,0.1800000000000068,7,0.025714285714286685,0.0
517,another,171.36,172.05,100.0,0.6899999999999977,7,0.09857142857142824,0.08999999999997499
518,conclusion,172.14,172.728311,100.0,0.5883110000000045,10,0.05883110000000045,0.011689000000018268
519,she,172.74,172.89,61.0111,0.1499999999999772,3,0.049999999999992405,0.060000000000002274
520,and,172.95,173.07,93.7248,0.1200000000000045,3,0.0400000000000015,0.0
521,again,173.07,173.34,100.0,0.2700000000000102,5,0.05400000000000203,0.0
522,i'm,173.34,173.43,100.0,0.0900000000000034,3,0.030000000000001133,0.0
523,over,173.43,173.67,100.0,0.2399999999999806,4,0.05999999999999515,0.0
524,simplifying,173.67,174.24,100.0,0.5700000000000216,11,0.05181818181818378,0.030000000000001137
525,a,174.27,174.3,46.5006,0.0300000000000011,1,0.0300000000000011,0.0012299999999925149
526,fairly,174.30123,174.63,100.0,0.3287699999999915,6,0.05479499999999859,0.0
527,new,174.63,174.808037,100.0,0.1780370000000175,3,0.05934566666667249,0.001962999999989279
528,outset,174.81,175.2,93.444,0.3899999999999863,6,0.06499999999999771,0.0
529,of,175.2,175.26,100.0,0.0600000000000022,2,0.0300000000000011,0.0
530,conclusions,175.26,175.83,100.0,0.5700000000000216,11,0.05181818181818378,0.44999999999998863
531,which,176.28,176.52,100.0,0.2400000000000091,5,0.04800000000000182,0.0
532,is,176.52,176.67,100.0,0.1499999999999772,2,0.0749999999999886,0.0
533,that,176.67,176.91,100.0,0.2400000000000091,4,0.060000000000002274,0.30000000000001137
534,creators,177.21,177.96,100.0,0.75,8,0.09375,0.0
535,and,177.96,178.05,100.0,0.0900000000000034,3,0.030000000000001133,0.0
536,users,178.05,178.38,100.0,0.3299999999999841,5,0.06599999999999681,0.0
537,are,178.38,178.53,100.0,0.1500000000000056,3,0.05000000000000187,0.09000000000000341
538,okay,178.62,179.46,61.2571,0.8400000000000034,4,0.21000000000000085,0.15000000000000568
539,with,179.61,179.88,100.0,0.2699999999999818,4,0.06749999999999545,0.030000000000001137
540,in,179.91,180.12,65.19800000000001,0.2100000000000079,2,0.10500000000000395,0.0
541,precision,180.12,180.69,100.0,0.5699999999999932,9,0.06333333333333258,0.2400000000000091
542,which,180.93,181.17,100.0,0.2399999999999806,5,0.047999999999996115,0.0
543,is,181.17,181.29,100.0,0.1200000000000045,2,0.06000000000000225,0.0
544,a,181.29,181.35,100.0,0.0600000000000022,1,0.0600000000000022,0.0
545,little,181.35,181.74,100.0,0.3900000000000148,6,0.06500000000000246,0.0
546,bit,181.74,181.95,100.0,0.2099999999999795,3,0.06999999999999316,0.0
547,heretical,181.95,182.58,100.0,0.6300000000000239,9,0.07000000000000266,0.20999999999997954
548,in,182.79,182.94,100.0,0.1500000000000056,2,0.0750000000000028,0.0
549,the,182.94,183.03,100.0,0.0900000000000034,3,0.030000000000001133,0.0
550,visualization,183.03,183.69,100.0,0.6599999999999966,13,0.050769230769230504,0.960000000000008
551,but,184.65,184.8,100.0,0.1500000000000056,3,0.05000000000000187,0.0
552,i,184.8,184.86,100.0,0.0600000000000022,1,0.0600000000000022,0.0
553,think,184.86,185.04,100.0,0.1799999999999784,5,0.03599999999999568,0.0
554,an,185.04,185.13,100.0,0.0900000000000034,2,0.0450000000000017,0.0
555,important,185.13,185.58,100.0,0.450000000000017,9,0.05000000000000189,0.0
556,point,185.58,185.85,100.0,0.2699999999999818,5,0.05399999999999636,0.27000000000001023
557,excellent,186.12,186.6,100.0,0.4799999999999897,9,0.05333333333333219,0.6299999999999955
558,now,187.23,187.56,100.0,0.3300000000000125,3,0.11000000000000416,0.18000000000000682
559,we,187.74,187.95,100.0,0.2099999999999795,2,0.10499999999998975,0.0
560,did,187.95,188.1,100.0,0.1500000000000056,3,0.05000000000000187,0.0
561,our,188.1,188.28,100.0,0.1800000000000068,3,0.06000000000000227,0.0
562,own,188.28,188.46,100.0,0.1800000000000068,3,0.06000000000000227,0.0
563,study,188.46,188.85,100.0,0.3899999999999863,5,0.07799999999999727,0.0
564,of,188.85,189.06,100.0,0.2100000000000079,2,0.10500000000000395,0.0
565,word,189.06,189.3,67.58340000000001,0.2400000000000091,4,0.060000000000002274,0.04561499999999796
566,on,189.345615,189.78,55.4051,0.4343849999999918,2,0.2171924999999959,0.030000000000001137
567,cars,189.81,190.05,76.3006,0.2400000000000091,4,0.060000000000002274,0.20999999999997954
568,and,190.26,190.44,100.0,0.1800000000000068,3,0.06000000000000227,0.0
569,we,190.44,190.59,100.0,0.1500000000000056,2,0.0750000000000028,0.0
570,ended,190.59,190.86,100.0,0.2700000000000102,5,0.05400000000000203,0.0
571,up,190.86,190.98,100.0,0.1199999999999761,2,0.05999999999998805,0.0
572,being,190.98,191.19,100.0,0.2100000000000079,5,0.04200000000000158,0.0
573,very,191.19,191.43,100.0,0.2400000000000091,4,0.060000000000002274,0.0
574,interested,191.43,191.82,100.0,0.3899999999999863,10,0.03899999999999863,0.0
575,this,191.82,192.0,100.0,0.1800000000000068,4,0.0450000000000017,0.0
576,as,192.0,192.12,100.0,0.1200000000000045,2,0.06000000000000225,0.0
577,well,192.12,192.42,100.0,0.2999999999999829,4,0.07499999999999572,0.3900000000000148
578,and,192.81,193.11,100.0,0.3000000000000113,3,0.10000000000000377,0.029999999999972715
579,one,193.14,193.35,100.0,0.2100000000000079,3,0.07000000000000263,0.0
580,thing,193.35,193.5,100.0,0.1500000000000056,5,0.03000000000000112,0.0
581,we,193.5,193.59,100.0,0.0900000000000034,2,0.0450000000000017,0.0
582,discovered,193.59,194.151152,100.0,0.5611519999999928,10,0.056115199999999275,0.27884800000001064
583,it's,194.43,194.64,96.9728,0.2099999999999795,4,0.05249999999999488,0.5700000000000216
584,sort,195.21,195.42,100.0,0.2099999999999795,4,0.05249999999999488,0.0
585,of,195.42,195.51,100.0,0.0900000000000034,2,0.0450000000000017,0.060000000000002274
586,telegraph,195.57,196.14,100.0,0.5699999999999932,9,0.06333333333333258,0.0
587,this,196.14,196.29,100.0,0.1500000000000056,4,0.0375000000000014,0.0
588,earlier,196.29,196.71,100.0,0.4200000000000159,7,0.060000000000002274,0.2699999999999818
589,many,196.98,197.46,100.0,0.4800000000000182,4,0.12000000000000455,0.0
590,people,197.46,197.82,100.0,0.3599999999999852,6,0.059999999999997534,0.0
591,we,197.82,197.97,100.0,0.1500000000000056,2,0.0750000000000028,0.0
592,surveyed,197.97,198.6,100.0,0.6299999999999955,8,0.07874999999999943,0.2400000000000091
593,and,198.84,198.96,100.0,0.1200000000000045,3,0.0400000000000015,0.0
594,we,198.96,199.08,100.0,0.1200000000000045,2,0.06000000000000225,0.0
595,were,199.08,199.2,100.0,0.1199999999999761,4,0.029999999999994025,0.0
596,surveying,199.2,199.68,100.0,0.4800000000000182,9,0.053333333333335356,0.0
597,people,199.68,200.01,100.0,0.3299999999999841,6,0.05499999999999735,0.0
598,who,200.01,200.28,100.0,0.2700000000000102,3,0.0900000000000034,0.21000000000000796
599,were,200.49,200.82,100.0,0.3299999999999841,4,0.08249999999999602,0.09000000000000341
600,on,200.91,201.09,100.0,0.1800000000000068,2,0.0900000000000034,0.0
601,the,201.09,201.18,100.0,0.0900000000000034,3,0.030000000000001133,0.0
602,site,201.18,201.45,100.0,0.2699999999999818,4,0.06749999999999545,0.030000000000001137
603,willing,201.48,201.72,83.1179,0.2400000000000091,7,0.034285714285715585,0.0
604,to,201.72,201.78,100.0,0.0600000000000022,2,0.0300000000000011,0.0
605,fill,201.78,202.02,100.0,0.2400000000000091,4,0.060000000000002274,0.0
606,out,202.02,202.23,100.0,0.2099999999999795,3,0.06999999999999316,0.0
607,a,202.23,202.29,100.0,0.0600000000000022,1,0.0600000000000022,0.0
608,survey,202.29,202.65,100.0,0.3600000000000136,6,0.06000000000000227,0.030000000000001137
609,so,202.68,202.8,100.0,0.1200000000000045,2,0.06000000000000225,0.0
610,if,202.8,202.95,100.0,0.1499999999999772,2,0.0749999999999886,0.030000000000001137
611,anything,202.98,203.49,100.0,0.5100000000000193,8,0.06375000000000242,0.0
612,we,203.49,203.64,100.0,0.1499999999999772,2,0.0749999999999886,0.0
613,were,203.64,203.76,100.0,0.1200000000000045,4,0.030000000000001126,0.0
614,getting,203.76,204.03,100.0,0.2700000000000102,7,0.038571428571430026,0.0
615,the,204.03,204.12,100.0,0.0900000000000034,3,0.030000000000001133,0.0
616,most,204.12,204.33,100.0,0.2100000000000079,4,0.052500000000001976,0.030000000000001137
617,knowledgeable,204.36,205.02,100.0,0.6599999999999966,13,0.050769230769230504,0.0
618,users,205.02,205.38,100.0,0.3599999999999852,5,0.07199999999999704,0.0
619,awarded,205.38,205.86,39.8122,0.4800000000000182,7,0.06857142857143117,0.3599999999999852
620,they,206.22,206.49,100.0,0.2700000000000102,4,0.06750000000000254,0.0
621,did,206.49,206.7,100.0,0.2099999999999795,3,0.06999999999999316,0.0
622,not,206.7,206.97,100.0,0.2700000000000102,3,0.0900000000000034,0.0
623,understand,206.97,207.6,100.0,0.6299999999999955,10,0.06299999999999954,0.0
624,what,207.6,207.87,100.0,0.2700000000000102,4,0.06750000000000254,0.0
625,the,207.87,207.99,100.0,0.1200000000000045,3,0.0400000000000015,0.0
626,font,207.99,208.26,100.0,0.2699999999999818,4,0.06749999999999545,0.0
627,size,208.26,208.56,100.0,0.3000000000000113,4,0.07500000000000283,0.0
628,meant,208.56,208.95,85.11710000000001,0.3899999999999863,5,0.07799999999999727,0.2400000000000091
629,so,209.19,209.37,91.2743,0.1800000000000068,2,0.0900000000000034,0.0026220000000023447
630,like,209.372622,209.58,100.0,0.2073780000000056,4,0.0518445000000014,0.0
631,they,209.58,209.7,100.0,0.1199999999999761,4,0.029999999999994025,0.0
632,literally,209.7,210.18,100.0,0.4800000000000182,9,0.053333333333335356,0.0
633,didn't,210.18,210.42,100.0,0.2399999999999806,6,0.03999999999999677,0.0
634,get,210.42,210.75,100.0,0.3300000000000125,3,0.11000000000000416,0.0
635,what,210.75,210.93,100.0,0.1800000000000068,4,0.0450000000000017,0.0
636,was,210.93,211.11,100.0,0.1800000000000068,3,0.06000000000000227,0.0
637,being,211.11,211.32,100.0,0.2099999999999795,5,0.0419999999999959,0.0
638,shown,211.32,211.68,100.0,0.3600000000000136,5,0.07200000000000271,0.23999999999998067
639,they,211.92,212.1,100.0,0.1800000000000068,4,0.0450000000000017,0.0
640,still,212.1,212.37,100.0,0.2700000000000102,5,0.05400000000000203,0.0
641,liked,212.37,212.64,97.8181,0.2699999999999818,5,0.05399999999999636,0.0
642,it,212.64,212.7,62.5359,0.0600000000000022,2,0.0300000000000011,0.4200000000000159
643,on,213.12,213.24,100.0,0.1200000000000045,2,0.06000000000000225,0.0
644,the,213.24,213.39,100.0,0.1499999999999772,3,0.049999999999992405,0.0
645,other,213.39,213.54,100.0,0.1500000000000056,5,0.03000000000000112,0.0
646,hand,213.54,213.78,100.0,0.2400000000000091,4,0.060000000000002274,0.030000000000001137
647,the,213.81,213.93,100.0,0.1200000000000045,3,0.0400000000000015,0.0
648,good,213.93,214.29,100.0,0.3599999999999852,4,0.0899999999999963,0.0
649,one,214.29,214.56,88.1771,0.2700000000000102,3,0.0900000000000034,0.0
650,oz,214.56,214.74,79.5274,0.1800000000000068,2,0.0900000000000034,0.0
651,and,214.74,214.963359,100.0,0.2233589999999878,3,0.07445299999999593,0.21328199999999242
652,this,215.176641,215.34,100.0,0.163359000000014,4,0.0408397500000035,0.0
653,is,215.34,215.43,100.0,0.0900000000000034,2,0.0450000000000017,0.0
654,where,215.43,215.591616,89.35929999999999,0.1616159999999808,5,0.03232319999999616,0.0
655,our,215.591616,215.67,52.6264,0.0783839999999997,3,0.0261279999999999,0.0
656,user,215.67,215.94,96.9676,0.2700000000000102,4,0.06750000000000254,0.0005570000000147957
657,quote,215.940557,216.21,100.0,0.2694429999999954,5,0.05388859999999908,0.0
658,comes,216.21,216.48,100.0,0.2699999999999818,5,0.05399999999999636,0.0
659,from,216.48,216.72,100.0,0.2400000000000091,4,0.060000000000002274,0.44999999999998863
660,people,217.17,217.71,100.0,0.5400000000000205,6,0.09000000000000341,0.3599999999999852
661,it,218.07,218.19,100.0,0.1200000000000045,2,0.06000000000000225,0.0
662,was,218.19,218.28,100.0,0.0900000000000034,3,0.030000000000001133,0.030000000000001137
663,causing,218.31,218.88,100.0,0.5699999999999932,7,0.08142857142857045,0.0
664,people,218.88,219.24,100.0,0.3600000000000136,6,0.06000000000000227,0.0
