,Word,Start,End,length,time_spent,std_time_spent,speed,post_space
287,p,102.26,102.34,1,0.0799999999999983,0.0799999999999983,12.500000000000266,0.14000000000000057
288,research,102.48,102.9,8,0.4200000000000017,0.05250000000000021,19.04761904761897,0.1799999999999926
289,about,103.08,103.34,5,0.2600000000000051,0.052000000000001025,19.230769230768853,0.01999999999999602
290,a,103.36,103.4,1,0.04000000000000625,0.04000000000000625,24.999999999996092,0.09999999999999432
291,third,103.5,103.82,5,0.3199999999999932,0.06399999999999864,15.625000000000334,0.020000000000010232
292,of,103.84,103.9,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999204
293,american,103.94,104.36,8,0.4200000000000017,0.05250000000000021,19.04761904761897,0.060000000000002274
294,teenagers,104.42,105.02,9,0.5999999999999943,0.06666666666666604,15.000000000000142,0.35999999999999943
295,send,105.38,105.64,4,0.2600000000000051,0.06500000000000128,15.384615384615081,0.09999999999999432
296,more,105.74,105.94,4,0.20000000000000284,0.05000000000000071,19.999999999999716,0.01999999999999602
297,than,105.96,106.08,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.01999999999999602
298,a,106.1,106.14,1,0.04000000000000625,0.04000000000000625,24.999999999996092,0.0799999999999983
299,hundred,106.22,106.64,7,0.4200000000000017,0.06000000000000024,16.6666666666666,0.0799999999999983
300,texts,106.72,107.28,5,0.5600000000000023,0.11200000000000046,8.928571428571392,0.37999999999999545
301,a,107.66,107.76,1,0.10000000000000853,0.10000000000000853,9.999999999999147,0.09999999999999432
302,day,107.86,108.2,3,0.3400000000000034,0.11333333333333447,8.823529411764618,0.3999999999999915
303,and,108.6,108.82,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.2400000000000091
304,many,109.06,109.34,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.03999999999999204
305,of,109.38,109.42,2,0.04000000000000625,0.020000000000003126,49.999999999992184,0.060000000000002274
306,them,109.48,109.68,4,0.20000000000000284,0.05000000000000071,19.999999999999716,0.19999999999998863
307,almost,109.88,110.32,6,0.4399999999999977,0.07333333333333296,13.636363636363706,0.0800000000000125
308,most,110.4,110.76,4,0.35999999999999943,0.08999999999999986,11.111111111111128,0.0
309,of,110.76,110.84,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.0799999999999983
310,them,110.92,111.16,4,0.23999999999999488,0.05999999999999872,16.666666666667023,0.28000000000000114
311,are,111.44,111.58,3,0.14000000000000057,0.046666666666666856,21.428571428571342,0.060000000000002274
312,more,111.64,111.8,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.060000000000002274
313,likely,111.86,112.16,6,0.29999999999999716,0.049999999999999524,20.00000000000019,0.04000000000000625
314,to,112.2,112.26,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.0799999999999983
315,text,112.34,112.72,4,0.37999999999999545,0.09499999999999886,10.52631578947381,0.060000000000002274
316,their,112.78,112.9,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.03999999999999204
317,friends,112.94,113.22,7,0.28000000000000114,0.04000000000000016,24.999999999999897,0.04000000000000625
318,then,113.26,113.34,4,0.0799999999999983,0.019999999999999574,50.000000000001066,0.03999999999999204
319,they,113.38,113.44,4,0.060000000000002274,0.015000000000000568,66.66666666666414,0.04000000000000625
320,are,113.48,113.56,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.01999999999999602
321,to,113.58,113.64,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.04000000000000625
322,talk,113.68,113.94,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.04000000000000625
323,to,113.98,114.04,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999204
324,them,114.08,114.2,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.060000000000002274
325,face,114.26,114.5,4,0.23999999999999488,0.05999999999999872,16.666666666667023,0.01999999999999602
326,to,114.52,114.6,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.04000000000000625
327,face,114.64,115.02,4,0.37999999999999545,0.09499999999999886,10.52631578947381,1.2000000000000028
328,there's,116.22,116.38,7,0.1599999999999966,0.02285714285714237,43.75000000000093,0.020000000000010232
329,this,116.4,116.5,4,0.09999999999999432,0.02499999999999858,40.000000000002274,0.0799999999999983
330,great,116.58,116.84,5,0.2600000000000051,0.052000000000001025,19.230769230768853,0.03999999999999204
331,peace,116.88,117.12,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.01999999999999602
332,in,117.14,117.2,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.01999999999999602
333,the,117.22,117.28,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999999204
334,atlantic,117.32,117.8,8,0.480000000000004,0.0600000000000005,16.66666666666653,0.0799999999999983
335,was,117.88,118.0,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.04000000000000625
336,written,118.04,118.24,7,0.19999999999998863,0.028571428571426947,35.00000000000199,0.04000000000000625
337,by,118.28,118.38,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.060000000000002274
338,a,118.44,118.48,1,0.04000000000000625,0.04000000000000625,24.999999999996092,0.03999999999999204
339,high,118.52,118.68,4,0.1600000000000108,0.0400000000000027,24.999999999998312,0.01999999999999602
340,school,118.7,118.88,6,0.1799999999999926,0.029999999999998767,33.3333333333347,0.04000000000000625
341,teaching,118.92,119.18,8,0.2600000000000051,0.03250000000000064,30.769230769230163,0.01999999999999602
342,in,119.2,119.28,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.01999999999999602
343,paul,119.3,119.5,4,0.20000000000000284,0.05000000000000071,19.999999999999716,0.060000000000002274
344,barn,119.56,119.8,4,0.23999999999999488,0.05999999999999872,16.666666666667023,0.0
345,well,119.8,120.0,4,0.20000000000000284,0.05000000000000071,19.999999999999716,0.3400000000000034
346,and,120.34,120.46,3,0.11999999999999034,0.03999999999999678,25.000000000002014,0.04000000000000625
347,he,120.5,120.58,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.0799999999999983
348,gave,120.66,120.82,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.04000000000000625
349,his,120.86,120.96,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.04000000000000625
350,kids,121.0,121.2,4,0.20000000000000284,0.05000000000000071,19.999999999999716,0.01999999999999602
351,a,121.22,121.24,1,0.01999999999999602,0.01999999999999602,50.00000000000995,0.04000000000000625
352,communication,121.28,121.92,13,0.6400000000000006,0.04923076923076927,20.312499999999982,0.03999999999999204
353,project,121.96,122.3,7,0.3400000000000034,0.04857142857142906,20.58823529411744,0.04000000000000625
354,he,122.34,122.38,2,0.03999999999999204,0.01999999999999602,50.00000000000995,0.04000000000000625
355,wanted,122.42,122.64,6,0.21999999999999886,0.03666666666666648,27.272727272727412,0.0
356,to,122.64,122.68,2,0.04000000000000625,0.020000000000003126,49.999999999992184,0.03999999999999204
357,teach,122.72,122.94,5,0.21999999999999886,0.043999999999999775,22.727272727272844,0.0
358,him,122.94,123.02,3,0.0799999999999983,0.0266666666666661,37.5000000000008,0.04000000000000625
359,how,123.06,123.16,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.020000000000010232
360,to,123.18,123.24,2,0.05999999999998806,0.02999999999999403,33.333333333339965,0.04000000000000625
361,speak,123.28,123.56,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.01999999999999602
362,on,123.58,123.64,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.04000000000000625
363,a,123.68,123.72,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.04000000000000625
364,specific,123.76,124.16,8,0.3999999999999915,0.049999999999998934,20.000000000000426,0.04000000000000625
365,subject,124.2,124.58,7,0.37999999999999545,0.05428571428571364,18.42105263157917,0.28000000000000114
366,without,124.86,125.16,7,0.29999999999999716,0.04285714285714245,23.333333333333556,0.04000000000000625
367,using,125.2,125.48,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.060000000000002274
368,notes,125.54,125.88,5,0.3399999999999892,0.06799999999999784,14.705882352941643,0.18000000000000682
369,and,126.06,126.18,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.05999999999998806
370,he,126.24,126.32,2,0.0799999999999983,0.03999999999999915,25.000000000000533,0.060000000000002274
371,said,126.38,126.58,4,0.20000000000000284,0.05000000000000071,19.999999999999716,0.060000000000002274
372,this,126.64,126.92,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.6599999999999966
373,i,127.58,127.68,1,0.10000000000000853,0.10000000000000853,9.999999999999147,0.0799999999999983
374,came,127.76,128.0,4,0.23999999999999488,0.05999999999999872,16.666666666667023,0.03999999999999204
375,to,128.04,128.1,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
376,realize,128.16,128.66,7,0.5,0.07142857142857142,14.0,3.5800000000000125
377,i,132.24,132.32,1,0.07999999999998408,0.07999999999998408,12.500000000002487,0.09999999999999432
378,came,132.42,132.58,4,0.160000000000025,0.04000000000000625,24.999999999996092,0.03999999999999204
379,to,132.62,132.68,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999204
380,realize,132.72,133.06,7,0.3400000000000034,0.04857142857142906,20.58823529411744,0.020000000000010232
381,that,133.08,133.18,4,0.09999999999999432,0.02499999999999858,40.000000000002274,0.07999999999998408
382,conversational,133.26,134.24,14,0.9800000000000182,0.0700000000000013,14.28571428571402,0.060000000000002274
383,competence,134.3,135.04,10,0.7399999999999807,0.07399999999999807,13.513513513513866,0.4000000000000057
384,might,135.44,135.64,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.060000000000002274
385,be,135.7,135.78,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.0800000000000125
386,the,135.86,135.94,3,0.07999999999998408,0.02666666666666136,37.50000000000746,0.14000000000001478
387,single,136.08,136.5,6,0.4199999999999875,0.06999999999999791,14.285714285714711,0.09999999999999432
388,most,136.6,136.96,4,0.36000000000001364,0.09000000000000341,11.11111111111069,0.07999999999998408
389,overlooked,137.04,137.5,10,0.46000000000000796,0.0460000000000008,21.739130434782233,0.060000000000002274
390,skill,137.56,137.84,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.03999999999999204
391,we,137.88,137.96,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.07999999999998408
392,fail,138.04,138.3,4,0.2600000000000193,0.06500000000000483,15.384615384614241,0.060000000000002274
393,to,138.36,138.42,2,0.05999999999997385,0.029999999999986926,33.33333333334786,0.0800000000000125
394,teach,138.5,138.88,5,0.37999999999999545,0.0759999999999991,13.157894736842263,0.6400000000000148
395,kids,139.52,139.88,4,0.3599999999999852,0.0899999999999963,11.111111111111567,0.14000000000001478
396,spend,140.02,140.28,5,0.2599999999999909,0.05199999999999818,19.230769230769905,0.060000000000002274
397,hours,140.34,140.68,5,0.3400000000000034,0.06800000000000068,14.705882352941028,0.03999999999999204
398,each,140.72,140.9,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.03999999999999204
399,day,140.94,141.06,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.03999999999999204
400,engaging,141.1,141.62,8,0.5200000000000102,0.06500000000000128,15.384615384615081,0.03999999999999204
401,with,141.66,141.78,4,0.12000000000000455,0.030000000000001137,33.33333333333207,0.060000000000002274
402,ideas,141.84,142.38,5,0.539999999999992,0.1079999999999984,9.259259259259396,0.03999999999999204
403,and,142.42,142.52,3,0.10000000000002274,0.03333333333334091,29.99999999999318,0.01999999999998181
404,each,142.54,142.7,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.020000000000010232
405,other,142.72,142.96,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.07999999999998408
406,through,143.04,143.24,7,0.20000000000001705,0.028571428571431006,34.999999999997016,0.07999999999998408
407,screens,143.32,143.82,7,0.5,0.07142857142857142,14.0,0.060000000000002274
408,but,143.88,144.0,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.12000000000000455
409,rarely,144.12,144.48,6,0.3599999999999852,0.059999999999997534,16.66666666666735,0.040000000000020464
410,do,144.52,144.6,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.03999999999999204
411,they,144.64,144.7,4,0.060000000000002274,0.015000000000000568,66.66666666666414,0.040000000000020464
412,have,144.74,144.88,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.020000000000010232
413,an,144.9,144.94,2,0.03999999999999204,0.01999999999999602,50.00000000000995,0.060000000000002274
414,opportunity,145.0,145.5,11,0.5,0.045454545454545456,22.0,0.03999999999999204
415,to,145.54,145.6,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.0800000000000125
416,hone,145.68,145.96,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.01999999999998181
417,their,145.98,146.12,5,0.14000000000001478,0.028000000000002957,35.71428571428194,0.09999999999999432
418,interpersonal,146.22,146.94,13,0.7199999999999989,0.055384615384615296,18.055555555555586,0.03999999999999204
419,communication,146.98,147.58,13,0.6000000000000227,0.046153846153847905,21.666666666665847,0.03999999999999204
420,skills,147.62,148.0,6,0.37999999999999545,0.06333333333333258,15.789473684210716,0.3400000000000034
421,it,148.34,148.46,2,0.12000000000000455,0.060000000000002274,16.666666666666035,0.060000000000002274
422,might,148.52,148.7,5,0.1799999999999784,0.03599999999999568,27.77777777778111,0.060000000000002274
423,sound,148.76,148.96,5,0.20000000000001705,0.04000000000000341,24.99999999999787,0.01999999999998181
424,like,148.98,149.12,4,0.14000000000001478,0.035000000000003695,28.571428571425557,0.0
425,a,149.12,149.16,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.060000000000002274
426,funny,149.22,149.42,5,0.19999999999998863,0.039999999999997725,25.00000000000142,0.0800000000000125
427,question,149.5,149.82,8,0.3199999999999932,0.03999999999999915,25.000000000000533,0.060000000000002274
428,but,149.88,149.96,3,0.0800000000000125,0.026666666666670835,37.49999999999414,0.01999999999998181
429,we,149.98,150.06,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.07999999999998408
430,have,150.14,150.32,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.020000000000010232
431,to,150.34,150.4,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999204
432,ask,150.44,150.66,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.03999999999999204
433,ourselves,150.7,151.16,9,0.46000000000000796,0.051111111111111995,19.56521739130401,0.37999999999999545
434,is,151.54,151.74,2,0.20000000000001705,0.10000000000000853,9.999999999999147,0.01999999999998181
435,there,151.76,151.92,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.060000000000002274
436,any,151.98,152.22,3,0.2400000000000091,0.08000000000000303,12.499999999999526,0.060000000000002274
437,twenty,152.28,152.56,6,0.28000000000000114,0.046666666666666856,21.428571428571342,0.060000000000002274
438,first,152.62,152.78,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.03999999999999204
439,century,152.82,153.18,7,0.36000000000001364,0.05142857142857338,19.444444444443707,0.07999999999998408
440,skill,153.26,153.56,5,0.30000000000001137,0.060000000000002274,16.666666666666035,0.07999999999998408
441,more,153.64,153.84,4,0.20000000000001705,0.05000000000000426,19.999999999998295,0.03999999999999204
442,important,153.88,154.38,9,0.5,0.05555555555555555,18.0,0.30000000000001137
443,than,154.68,154.82,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.040000000000020464
444,being,154.86,155.02,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.03999999999999204
445,able,155.06,155.3,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.03999999999999204
446,to,155.34,155.42,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.060000000000002274
447,stain,155.48,155.84,5,0.36000000000001364,0.07200000000000273,13.888888888888362,0.21999999999999886
448,sustained,156.06,156.52,9,0.46000000000000796,0.051111111111111995,19.56521739130401,0.060000000000002274
449,coherent,156.58,157.14,8,0.5599999999999739,0.06999999999999673,14.285714285714953,0.22000000000002728
450,confident,157.36,157.84,9,0.47999999999998977,0.0533333333333322,18.7500000000004,0.060000000000002274
451,conversation,157.9,158.7,12,0.799999999999983,0.06666666666666525,15.00000000000032,0.46000000000000796
452,now,159.16,159.26,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.040000000000020464
453,i,159.3,159.36,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.05999999999997385
454,make,159.42,159.58,4,0.160000000000025,0.04000000000000625,24.999999999996092,0.05999999999997385
455,my,159.64,159.72,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.060000000000002274
456,living,159.78,160.0,6,0.21999999999999886,0.03666666666666648,27.272727272727412,0.060000000000002274
457,talking,160.06,160.42,7,0.3599999999999852,0.05142857142856932,19.444444444445242,0.020000000000010232
458,to,160.44,160.52,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.060000000000002274
459,people,160.58,160.96,6,0.37999999999999545,0.06333333333333258,15.789473684210716,0.4199999999999875
460,noble,161.38,161.66,5,0.28000000000000114,0.05600000000000023,17.857142857142783,0.020000000000010232
461,prize,161.68,161.98,5,0.29999999999998295,0.05999999999999659,16.666666666667613,0.020000000000010232
462,winners,162.0,162.36,7,0.36000000000001364,0.05142857142857338,19.444444444443707,0.1599999999999966
463,truck,162.52,162.76,5,0.23999999999998067,0.047999999999996136,20.833333333335013,0.040000000000020464
464,drivers,162.8,163.28,7,0.47999999999998977,0.0685714285714271,14.583333333333645,0.3400000000000034
465,billionaires,163.62,164.4,12,0.7800000000000011,0.0650000000000001,15.384615384615362,0.4199999999999875
466,kindergarten,164.82,165.38,12,0.5600000000000023,0.046666666666666856,21.428571428571342,0.060000000000002274
467,teachers,165.44,165.96,8,0.5200000000000102,0.06500000000000128,15.384615384615081,0.09999999999999432
468,heads,166.06,166.32,5,0.2599999999999909,0.05199999999999818,19.230769230769905,0.040000000000020464
469,of,166.36,166.4,2,0.03999999999999204,0.01999999999999602,50.00000000000995,0.060000000000002274
470,state,166.46,166.88,5,0.4199999999999875,0.0839999999999975,11.904761904762259,0.9000000000000057
471,plumbers,167.78,168.38,8,0.5999999999999943,0.07499999999999929,13.33333333333346,0.4200000000000159
472,i,168.8,168.88,1,0.07999999999998408,0.07999999999998408,12.500000000002487,0.060000000000002274
473,talked,168.94,169.16,6,0.21999999999999886,0.03666666666666648,27.272727272727412,0.0
474,to,169.16,169.18,2,0.020000000000010232,0.010000000000005116,99.99999999994884,0.03999999999999204
475,people,169.22,169.42,6,0.19999999999998863,0.03333333333333144,30.000000000001705,0.020000000000010232
476,that,169.44,169.5,4,0.060000000000002274,0.015000000000000568,66.66666666666414,0.03999999999999204
477,i,169.54,169.56,1,0.020000000000010232,0.020000000000010232,49.99999999997442,0.07999999999998408
478,like,169.64,169.9,4,0.2600000000000193,0.06500000000000483,15.384615384614241,0.060000000000002274
479,i,169.96,170.02,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.060000000000002274
480,talked,170.08,170.26,6,0.1799999999999784,0.0299999999999964,33.333333333337336,0.020000000000010232
481,to,170.28,170.34,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
482,people,170.4,170.6,6,0.19999999999998863,0.03333333333333144,30.000000000001705,0.020000000000010232
483,that,170.62,170.7,4,0.07999999999998408,0.01999999999999602,50.00000000000995,0.020000000000010232
484,i,170.72,170.76,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.14000000000001478
485,don't,170.9,171.08,5,0.18000000000000682,0.036000000000001364,27.777777777776723,0.05999999999997385
486,like,171.14,171.44,4,0.30000000000001137,0.07500000000000284,13.333333333332828,0.30000000000001137
487,i,171.74,171.84,1,0.09999999999999432,0.09999999999999432,10.000000000000568,0.07999999999998408
488,talk,171.92,172.14,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.020000000000010232
489,to,172.16,172.24,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.03999999999999204
490,some,172.28,172.44,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.060000000000002274
491,people,172.5,172.76,6,0.2599999999999909,0.043333333333331815,23.076923076923883,0.040000000000020464
492,that,172.8,172.88,4,0.07999999999998408,0.01999999999999602,50.00000000000995,0.020000000000010232
493,i,172.9,172.96,1,0.060000000000002274,0.060000000000002274,16.666666666666035,0.13999999999998636
494,disagree,173.1,173.6,8,0.5,0.0625,16.0,0.060000000000002274
495,with,173.66,173.84,4,0.18000000000000682,0.045000000000001705,22.22222222222138,0.12000000000000455
496,deeply,173.96,174.38,6,0.4199999999999875,0.06999999999999791,14.285714285714711,0.0800000000000125
497,on,174.46,174.56,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.03999999999999204
498,a,174.6,174.64,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.040000000000020464
499,personal,174.68,175.06,8,0.37999999999999545,0.04749999999999943,21.05263157894762,0.03999999999999204
500,level,175.1,175.36,5,0.2600000000000193,0.05200000000000386,19.2307692307678,0.2599999999999909
501,but,175.62,175.72,3,0.09999999999999432,0.03333333333333144,30.000000000001705,0.020000000000010232
502,i,175.74,175.78,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.0800000000000125
503,still,175.86,176.1,5,0.23999999999998067,0.047999999999996136,20.833333333335013,0.060000000000002274
504,have,176.16,176.3,4,0.14000000000001478,0.035000000000003695,28.571428571425557,0.01999999999998181
505,a,176.32,176.36,1,0.040000000000020464,0.040000000000020464,24.99999999998721,0.03999999999999204
506,great,176.4,176.58,5,0.18000000000000682,0.036000000000001364,27.777777777776723,0.05999999999997385
507,conversation,176.64,177.34,12,0.700000000000017,0.05833333333333476,17.142857142856727,0.060000000000002274
508,with,177.4,177.56,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.03999999999999204
509,them,177.6,177.82,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.7199999999999989
510,so,178.54,178.68,2,0.14000000000001478,0.07000000000000739,14.285714285712778,0.07999999999998408
511,i'd,178.76,178.9,3,0.14000000000001478,0.046666666666671595,21.428571428569168,0.03999999999999204
512,like,178.94,179.08,4,0.14000000000001478,0.035000000000003695,28.571428571425557,0.01999999999998181
513,to,179.1,179.16,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.020000000000010232
514,spend,179.18,179.36,5,0.18000000000000682,0.036000000000001364,27.777777777776723,0.01999999999998181
515,the,179.38,179.42,3,0.03999999999999204,0.01333333333333068,75.00000000001492,0.040000000000020464
516,next,179.46,179.64,4,0.1799999999999784,0.0449999999999946,22.22222222222489,0.060000000000002274
517,ten,179.7,179.84,3,0.14000000000001478,0.046666666666671595,21.428571428569168,0.060000000000002274
518,minutes,179.9,180.12,7,0.21999999999999886,0.031428571428571264,31.818181818181984,0.03999999999999204
519,or,180.16,180.22,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.03999999999999204
520,so,180.26,180.44,2,0.18000000000000682,0.09000000000000341,11.11111111111069,0.19999999999998863
521,teaching,180.64,181.0,8,0.36000000000001364,0.045000000000001705,22.22222222222138,0.020000000000010232
522,you,181.02,181.08,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.09999999999999432
523,how,181.18,181.36,3,0.18000000000000682,0.060000000000002274,16.666666666666035,0.03999999999999204
524,to,181.4,181.48,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.060000000000002274
525,talk,181.54,181.92,4,0.37999999999999545,0.09499999999999886,10.52631578947381,0.5
526,and,182.42,182.54,3,0.12000000000000455,0.040000000000001514,24.99999999999905,0.060000000000002274
527,how,182.6,182.82,3,0.21999999999999886,0.07333333333333296,13.636363636363706,0.1599999999999966
528,to,182.98,183.08,2,0.10000000000002274,0.05000000000001137,19.999999999995453,0.05999999999997385
529,listen,183.14,183.5,6,0.36000000000001364,0.060000000000002274,16.666666666666035,1.4399999999999977
530,many,184.94,185.16,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.03999999999999204
531,of,185.2,185.26,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.040000000000020464
532,you,185.3,185.36,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.05999999999997385
533,have,185.42,185.52,4,0.10000000000002274,0.025000000000005684,39.999999999990905,0.01999999999998181
534,already,185.54,185.72,7,0.18000000000000682,0.02571428571428669,38.888888888887415,0.03999999999999204
535,heard,185.76,185.88,5,0.12000000000000455,0.02400000000000091,41.66666666666509,0.020000000000010232
536,a,185.9,185.94,1,0.03999999999999204,0.03999999999999204,25.000000000004974,0.03999999999999204
537,lot,185.98,186.14,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.0
538,of,186.14,186.14,2,0.0,0.0,inf,0.040000000000020464
539,advice,186.18,186.56,6,0.37999999999999545,0.06333333333333258,15.789473684210716,0.03999999999999204
540,on,186.6,186.7,2,0.09999999999999432,0.04999999999999716,20.000000000001137,0.060000000000002274
541,this,186.76,187.04,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.0800000000000125
542,things,187.12,187.42,6,0.29999999999998295,0.04999999999999716,20.000000000001137,0.040000000000020464
543,like,187.46,187.74,4,0.28000000000000114,0.07000000000000028,14.285714285714228,0.09999999999999432
544,look,187.84,187.98,4,0.13999999999998636,0.03499999999999659,28.571428571431355,0.040000000000020464
545,the,188.02,188.08,3,0.060000000000002274,0.020000000000000757,49.9999999999981,0.03999999999999204
546,person,188.12,188.42,6,0.29999999999998295,0.04999999999999716,20.000000000001137,0.020000000000010232
547,in,188.44,188.5,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.020000000000010232
548,the,188.52,188.56,3,0.03999999999999204,0.01333333333333068,75.00000000001492,0.07999999999998408
549,eye,188.64,188.92,3,0.28000000000000114,0.09333333333333371,10.714285714285671,0.5600000000000023
550,think,189.48,189.72,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.020000000000010232
551,of,189.74,189.8,2,0.060000000000002274,0.030000000000001137,33.33333333333207,0.060000000000002274
552,interesting,189.86,190.28,11,0.4199999999999875,0.03818181818181705,26.19047619047697,0.03999999999999204
553,things,190.32,190.58,6,0.2600000000000193,0.043333333333336554,23.07692307692136,0.05999999999997385
554,topics,190.64,191.08,6,0.44000000000002615,0.07333333333333769,13.636363636362827,0.03999999999999204
555,to,191.12,191.2,2,0.07999999999998408,0.03999999999999204,25.000000000004974,0.2600000000000193
556,discuss,191.46,192.02,7,0.5600000000000023,0.08000000000000032,12.499999999999948,0.07999999999998408
557,in,192.1,192.18,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.01999999999998181
558,advance,192.2,192.76,7,0.5600000000000023,0.08000000000000032,12.499999999999948,0.6599999999999966
559,look,193.42,193.66,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.4399999999999977
560,nod,194.1,194.54,3,0.4399999999999977,0.14666666666666592,6.818181818181853,0.28000000000000114
561,and,194.82,195.02,3,0.20000000000001705,0.06666666666667236,14.999999999998721,0.07999999999998408
562,smile,195.1,195.58,5,0.4800000000000182,0.09600000000000364,10.416666666666272,0.01999999999998181
563,to,195.6,195.68,2,0.0800000000000125,0.04000000000000625,24.999999999996092,0.03999999999999204
564,show,195.72,195.94,4,0.21999999999999886,0.054999999999999716,18.181818181818276,0.060000000000002274
565,that,196.0,196.1,4,0.09999999999999432,0.02499999999999858,40.000000000002274,0.020000000000010232
566,you're,196.12,196.22,6,0.09999999999999432,0.01666666666666572,60.00000000000341,0.03999999999999204
567,paying,196.26,196.46,6,0.20000000000001705,0.03333333333333618,29.999999999997442,0.01999999999998181
568,attention,196.48,197.0,9,0.5200000000000102,0.05777777777777891,17.307692307691966,1.2199999999999989
569,repeat,198.22,198.66,6,0.4399999999999977,0.07333333333333296,13.636363636363706,0.060000000000002274
570,back,198.72,198.98,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.020000000000010232
