,Word,Start,End,time_spent,post_pause,speaker,intensity,length,std_time_spent,amplitude,post_space,time
188,by,70.34,70.48,0.1400000000000005,0.0799999999999983,0,0.0400198147757987,2,0.07000000000000026,0.4568915392672547,0.0799999999999983,70.41
189,very,70.56,70.84,0.2800000000000011,0.0799999999999983,0,0.052125350611087,4,0.07000000000000027,0.6208615395307111,0.0799999999999983,70.7
190,powerful,70.92,71.5,0.5799999999999983,0.0799999999999983,0,0.0368176993515392,8,0.07249999999999979,0.4135187489915132,0.0799999999999983,71.21000000000001
191,forces,71.58,72.12,0.5400000000000063,0.039999999999992,0,0.0371515157591779,6,0.09000000000000104,0.4180403064998467,0.03999999999999204,71.85
192,with,72.16,72.28,0.1200000000000045,0.039999999999992,0,0.0356828742917522,4,0.030000000000001126,0.398147495055787,0.03999999999999204,72.22
193,the,72.32,72.38,0.0600000000000022,0.0600000000000022,0,0.0471860924545599,3,0.020000000000000732,0.5539590767032373,0.060000000000002274,72.35
194,wind,72.44,72.7,0.2600000000000051,0.039999999999992,0,0.0493996043116264,4,0.06500000000000128,0.5839411894097518,0.03999999999999204,72.57
195,that,72.74,72.84,0.1000000000000085,0.039999999999992,0,0.0466740268698625,4,0.025000000000002125,0.5470231264735098,0.03999999999999204,72.78999999999999
196,is,72.88,72.98,0.1000000000000085,0.0600000000000022,0,0.0350986195259353,2,0.05000000000000425,0.3902337392825265,0.060000000000002274,72.93
197,back,73.04,73.38,0.3399999999999892,0.5,0,0.024215889562205,4,0.0849999999999973,0.2428266968104183,0.5,73.21000000000001
198,he,73.88,73.98,0.1000000000000085,0.0600000000000022,0,0.0421062581933815,2,0.05000000000000425,0.4851525045302262,0.060000000000002274,73.93
199,had,74.04,74.18,0.1400000000000005,0.039999999999992,0,0.0515882308559584,3,0.046666666666666835,0.6135862294917112,0.03999999999999204,74.11000000000001
200,warped,74.22,74.5,0.2800000000000011,0.0400000000000062,0,0.0408440661886034,6,0.04666666666666685,0.4680560598811019,0.04000000000000625,74.36
201,speed,74.54,74.96,0.4199999999999875,0.0400000000000062,0,0.0431951570814647,5,0.0839999999999975,0.4999016865074018,0.04000000000000625,74.75
202,vaccines,75.0,75.72,0.7199999999999989,0.019999999999996,0,0.0240709377374358,8,0.08999999999999986,0.2408633181488708,0.01999999999999602,75.36
203,a,75.74,75.78,0.0400000000000062,0.039999999999992,0,0.0615978803223763,1,0.0400000000000062,0.7491673593134256,0.03999999999999204,75.75999999999999
204,recovering,75.82,76.36,0.5400000000000063,0.0400000000000062,0,0.0350648100373926,10,0.054000000000000624,0.3897757883152429,0.04000000000000625,76.09
205,economy,76.4,77.0,0.5999999999999943,0.2999999999999971,0,0.0326608843814218,7,0.0857142857142849,0.3572145125645379,0.29999999999999716,76.7
206,a,77.3,77.38,0.0799999999999983,0.0600000000000022,0,0.0110951291730885,1,0.0799999999999983,0.0651054365760137,0.060000000000002274,77.34
207,secure,77.44,77.82,0.3799999999999954,0.0400000000000062,0,0.0338465072243946,6,0.06333333333333256,0.3732738246445462,0.04000000000000625,77.63
208,border,77.86,78.2,0.3400000000000034,0.1599999999999966,0,0.0477898902887978,6,0.05666666666666723,0.5621375441735043,0.1599999999999966,78.03
209,no,78.36,78.52,0.1599999999999966,0.0799999999999983,0,0.0554160855524664,2,0.0799999999999983,0.6654346849533223,0.0799999999999983,78.44
210,inflation,78.6,79.24,0.6400000000000006,0.0600000000000022,0,0.0361388935253463,9,0.07111111111111118,0.4043242950644729,0.060000000000002274,78.91999999999999
211,low,79.3,79.54,0.2400000000000091,0.039999999999992,0,0.0550200533704692,3,0.08000000000000303,0.6600704121222829,0.03999999999999204,79.42
212,gas,79.58,79.92,0.3400000000000034,0.0799999999999983,0,0.040876979046827,3,0.11333333333333447,0.4685018659523929,0.0799999999999983,79.75
213,prices,80.0,80.6,0.5999999999999943,0.4600000000000079,0,0.0399461557355146,6,0.09999999999999905,0.4558938244185185,0.46000000000000796,80.3
214,and,81.06,81.18,0.1200000000000045,0.059999999999988,0,0.0251834145659131,3,0.0400000000000015,0.2559318643363741,0.05999999999998806,81.12
215,trump,81.24,81.56,0.3200000000000074,0.039999999999992,0,0.0389120184104729,5,0.06400000000000147,0.4418863901531759,0.03999999999999204,81.4
216,was,81.6,81.74,0.1400000000000005,0.0600000000000022,0,0.0481636039948903,3,0.046666666666666835,0.5671995122945539,0.060000000000002274,81.66999999999999
217,off,81.8,82.02,0.2199999999999988,0.0600000000000022,0,0.0414193553841991,3,0.07333333333333293,0.4758483766225397,0.060000000000002274,81.91
218,twitter,82.08,82.48,0.4000000000000057,0.539999999999992,0,0.0255822871547707,7,0.05714285714285795,0.2613346105997332,0.539999999999992,82.28
219,plus,83.02,83.36,0.3400000000000034,0.0600000000000022,0,0.0425984745297858,4,0.08500000000000085,0.4918195958434936,0.060000000000002274,83.19
220,house,83.42,83.68,0.2600000000000051,0.0,0,0.0393253514722194,5,0.052000000000001025,0.4474850041398377,0.0,83.55000000000001
221,and,83.68,83.76,0.0799999999999983,0.059999999999988,0,0.0344523734786883,3,0.0266666666666661,0.3814803089528703,0.05999999999998806,83.72
222,senate,83.82,84.16,0.3400000000000034,0.0400000000000062,0,0.0483668788967409,6,0.05666666666666723,0.5699528795278191,0.04000000000000625,83.99
223,majorities,84.2,84.88,0.6799999999999926,0.0400000000000062,0,0.0510088465317767,10,0.06799999999999926,0.605738444058556,0.04000000000000625,84.53999999999999
224,in,84.92,84.98,0.0600000000000022,0.0600000000000022,0,0.0403785965069621,2,0.0300000000000011,0.4617512531497169,0.060000000000002274,84.95
225,a,85.04,85.08,0.039999999999992,0.0799999999999983,0,0.042709229484437,1,0.039999999999992,0.4933197764377625,0.0799999999999983,85.06
226,sedated,85.16,85.76,0.6000000000000085,0.059999999999988,0,0.0389115475563055,7,0.08571428571428694,0.4418800124133547,0.05999999999998806,85.46000000000001
227,media,85.82,86.26,0.4400000000000119,0.4200000000000017,0,0.0289393817977889,5,0.08800000000000238,0.3068066010171676,0.4200000000000017,86.03999999999999
228,the,86.68,86.78,0.0999999999999943,0.0999999999999943,1,0.0422743678363272,3,0.03333333333333143,0.4874295568287081,0.09999999999999432,86.73
229,coast,86.88,87.44,0.5600000000000023,0.1800000000000068,1,0.0283402423469387,5,0.11200000000000046,0.2986912315489799,0.18000000000000682,87.16
230,was,87.62,87.8,0.1799999999999926,0.0600000000000022,1,0.0377754178747598,3,0.059999999999997534,0.4264910873201498,0.060000000000002274,87.71000000000001
231,clear,87.86,88.32,0.4599999999999937,0.7800000000000011,1,0.0270788611527038,5,0.09199999999999874,0.2816057693633157,0.7800000000000011,88.09
232,but,89.1,89.18,0.0800000000000125,0.059999999999988,0,0.0293925884359277,3,0.026666666666670835,0.3129453043002057,0.05999999999998806,89.14
233,jose,89.24,89.62,0.3800000000000096,0.019999999999996,0,0.051403939346949,4,0.0950000000000024,0.6110899931258049,0.01999999999999602,89.43
234,lock,89.64,89.94,0.2999999999999971,0.1400000000000005,0,0.0501965765689956,4,0.07499999999999928,0.5947362126973497,0.14000000000000057,89.78999999999999
235,ran,90.08,90.32,0.2399999999999948,0.0600000000000022,0,0.0440466139051649,3,0.07999999999999827,0.5114347055745507,0.060000000000002274,90.19999999999999
236,out,90.38,90.64,0.2600000000000051,0.519999999999996,0,0.0236946477246247,3,0.08666666666666838,0.2357664538432102,0.519999999999996,90.50999999999999
237,never,91.16,91.42,0.2600000000000051,0.0600000000000022,0,0.0536084457070087,5,0.052000000000001025,0.6409501259904791,0.060000000000002274,91.28999999999999
238,being,91.48,91.68,0.2000000000000028,0.019999999999996,0,0.0517896518145018,5,0.040000000000000556,0.6163144849836447,0.01999999999999602,91.58000000000001
239,an,91.7,91.76,0.0600000000000022,0.059999999999988,0,0.0371379434206408,2,0.0300000000000011,0.4178564685942985,0.05999999999998806,91.73
240,executive,91.82,92.42,0.6000000000000085,0.039999999999992,0,0.0419747212035856,9,0.06666666666666761,0.4833708303817247,0.03999999999999204,92.12
241,his,92.46,92.54,0.0800000000000125,0.039999999999992,0,0.0367470739109445,3,0.026666666666670835,0.4125621243802208,0.03999999999999204,92.5
242,entire,92.58,92.98,0.4000000000000057,0.039999999999992,0,0.0469791628606195,6,0.06666666666666761,0.5511562065094189,0.03999999999999204,92.78
243,left,93.02,93.22,0.2000000000000028,0.0400000000000062,0,0.0442100230798699,4,0.0500000000000007,0.5136480898298209,0.04000000000000625,93.12
244,joe,93.26,93.46,0.1999999999999886,0.0400000000000062,0,0.0481346528276023,3,0.06666666666666286,0.566807367496304,0.04000000000000625,93.36
245,froze,93.5,94.04,0.5400000000000063,0.3799999999999954,0,0.0297021946739247,5,0.10800000000000125,0.317138934026033,0.37999999999999545,93.77000000000001
246,he,94.42,94.48,0.0600000000000022,0.0600000000000022,0,0.0204028117323318,2,0.0300000000000011,0.1911783946389179,0.060000000000002274,94.45
247,couldn't,94.54,94.76,0.2199999999999988,0.039999999999992,0,0.0426751150344726,8,0.02749999999999985,0.4928576947549884,0.03999999999999204,94.65
248,handle,94.8,95.06,0.2600000000000051,0.019999999999996,0,0.0433738225420877,6,0.04333333333333419,0.5023217178074637,0.01999999999999602,94.93
249,the,95.08,95.14,0.0600000000000022,0.0600000000000022,0,0.0456351859048741,3,0.020000000000000732,0.5329519812040626,0.060000000000002274,95.11
250,pressure,95.2,95.64,0.4399999999999977,0.5,0,0.0183009200920839,8,0.054999999999999716,0.1627081825397117,0.5,95.42
251,everything,96.14,96.76,0.6200000000000045,0.039999999999992,0,0.0392126078211862,10,0.06200000000000046,0.4459578865680793,0.03999999999999204,96.45
252,around,96.8,97.16,0.3599999999999994,0.0600000000000022,0,0.0455692394099928,6,0.059999999999999894,0.532058733112431,0.060000000000002274,96.97999999999999
253,to,97.22,97.28,0.0600000000000022,0.0799999999999983,0,0.0613100220556972,2,0.0300000000000011,0.7452683067885787,0.0799999999999983,97.25
254,begin,97.36,97.76,0.4000000000000057,0.059999999999988,0,0.0425861488394185,5,0.08000000000000114,0.4916526438406851,0.05999999999998806,97.56
255,cracking,97.82,98.42,0.6000000000000085,0.019999999999996,0,0.0291463435281881,8,0.07500000000000107,0.3096099065006938,0.01999999999999602,98.12
256,and,98.44,98.56,0.1200000000000045,0.2599999999999909,0,0.0347990582409179,3,0.0400000000000015,0.3861761688741145,0.2599999999999909,98.5
257,he's,98.82,98.98,0.1600000000000108,0.019999999999996,0,0.0310718683428775,4,0.0400000000000027,0.3356912224100264,0.01999999999999602,98.9
258,officially,99.0,99.48,0.480000000000004,0.0799999999999983,0,0.0412697002730942,10,0.048000000000000397,0.4738212917465641,0.0799999999999983,99.24000000000001
259,lost,99.56,99.86,0.2999999999999971,0.0600000000000022,0,0.0481489624115705,4,0.07499999999999928,0.567001191422725,0.060000000000002274,99.71000000000001
260,control,99.92,100.28,0.3599999999999994,0.039999999999992,0,0.0340931998839394,7,0.05142857142857134,0.3766152872613948,0.03999999999999204,100.1
261,of,100.32,100.38,0.0600000000000022,0.0400000000000062,0,0.0291809635638109,2,0.0300000000000011,0.3100788363628183,0.04000000000000625,100.35
262,the,100.42,100.48,0.0600000000000022,0.0600000000000022,0,0.0349515307967805,3,0.020000000000000732,0.3882414161597476,0.060000000000002274,100.45
263,country,100.54,100.98,0.4399999999999977,0.3399999999999892,0,0.0157735726681475,7,0.06285714285714253,0.1284751536670307,0.3399999999999892,100.76
264,and,101.32,101.46,0.1400000000000005,0.0400000000000062,0,0.0340749322306117,3,0.046666666666666835,0.3763678511163365,0.04000000000000625,101.38999999999999
265,even,101.5,101.72,0.2199999999999988,0.0400000000000062,0,0.0459380833003182,4,0.0549999999999997,0.5370547393707845,0.04000000000000625,101.61
266,his,101.76,101.88,0.1199999999999903,0.0400000000000062,0,0.044024933853207,3,0.03999999999999677,0.5111410483442052,0.04000000000000625,101.82
267,own,101.92,102.04,0.1200000000000045,0.039999999999992,0,0.0466336158758208,3,0.0400000000000015,0.5464757578321028,0.03999999999999204,101.98
268,agenda,102.08,102.54,0.4600000000000079,0.5599999999999881,0,0.0363292902822644,6,0.07666666666666798,0.4069032272742318,0.5599999999999881,102.31
269,is,103.1,103.24,0.1400000000000005,0.0400000000000062,0,0.0344485229452644,2,0.07000000000000026,0.3814281533130765,0.04000000000000625,103.16999999999999
270,market,103.28,103.76,0.480000000000004,0.039999999999992,0,0.0417098681852841,6,0.08000000000000067,0.4797833849293657,0.03999999999999204,103.52000000000001
271,two,103.8,103.96,0.1599999999999966,0.0600000000000022,0,0.0386638165601527,3,0.0533333333333322,0.4385244854827722,0.060000000000002274,103.88
272,trillion,104.02,104.44,0.4200000000000017,0.0400000000000062,0,0.0481058838892389,8,0.05250000000000021,0.5664176909966254,0.04000000000000625,104.22999999999999
273,dollar,104.48,104.8,0.3199999999999932,0.0600000000000022,0,0.0539814587893669,6,0.0533333333333322,0.6460026041331035,0.060000000000002274,104.64
274,build,104.86,105.1,0.2399999999999948,0.0200000000000102,0,0.0460224166028173,5,0.04799999999999896,0.538197037557428,0.020000000000010232,104.97999999999999
275,back,105.12,105.34,0.2199999999999988,0.0600000000000022,0,0.0381910095655212,4,0.0549999999999997,0.4321202945333485,0.060000000000002274,105.23
276,better,105.4,105.64,0.2399999999999948,0.0400000000000062,0,0.0495000451420259,6,0.039999999999999133,0.5853016647502203,0.04000000000000625,105.52000000000001
277,welfare,105.68,106.14,0.4599999999999937,0.0400000000000062,0,0.0463961029880135,7,0.06571428571428481,0.5432586356157696,0.04000000000000625,105.91
278,plans,106.18,106.48,0.2999999999999971,0.1199999999999903,0,0.0332881705470816,5,0.05999999999999942,0.3657111304877755,0.11999999999999034,106.33000000000001
279,dead,106.6,106.88,0.2800000000000011,0.0600000000000022,0,0.042775647478811,4,0.07000000000000027,0.4942194110101761,0.060000000000002274,106.74
280,this,106.94,107.14,0.2000000000000028,0.0400000000000062,0,0.0312359037853422,4,0.0500000000000007,0.3379130894888676,0.04000000000000625,107.03999999999999
281,year,107.18,107.44,0.2599999999999909,0.3200000000000074,0,0.0172960436741303,4,0.06499999999999773,0.1490970885114502,0.3200000000000074,107.31
282,mansion,107.76,108.16,0.3999999999999915,0.0600000000000022,0,0.0277628667230238,7,0.05714285714285593,0.2908706540467872,0.060000000000002274,107.96000000000001
283,killed,108.22,108.54,0.3200000000000074,0.019999999999996,0,0.040499373628439,6,0.053333333333334565,0.4633871844219741,0.01999999999999602,108.38
284,it,108.56,108.7,0.1400000000000005,0.4200000000000017,0,0.0138482531568244,2,0.07000000000000026,0.102396618600569,0.4200000000000017,108.63
285,and,109.12,109.26,0.1400000000000005,0.0,0,0.0218883597198179,3,0.046666666666666835,0.2113002056197601,0.0,109.19
286,it,109.26,109.32,0.059999999999988,0.0400000000000062,0,0.043708449498506,2,0.029999999999994,0.5068542542336593,0.04000000000000625,109.28999999999999
287,probably,109.36,109.86,0.5,0.0600000000000022,0,0.047522057081296,8,0.0625,0.5585097319310586,0.060000000000002274,109.61
288,won't,109.92,110.18,0.2600000000000051,0.059999999999988,0,0.0558223701076484,5,0.052000000000001025,0.670937826617323,0.05999999999998806,110.05000000000001
289,be,110.24,110.32,0.0799999999999983,0.0800000000000125,0,0.0486338954934187,2,0.03999999999999915,0.5735696307417526,0.0800000000000125,110.28
290,coming,110.4,110.72,0.3199999999999932,0.0600000000000022,0,0.0350149591493498,6,0.0533333333333322,0.3891005559061424,0.060000000000002274,110.56
291,back,110.78,111.1,0.3199999999999932,0.6000000000000085,0,0.0252778622028238,4,0.0799999999999983,0.2572111616148952,0.6000000000000085,110.94
292,inflations,111.7,112.34,0.6400000000000006,0.1199999999999903,0,0.036603702709518,10,0.06400000000000006,0.4106201553294041,0.11999999999999034,112.02000000000001
293,ravaging,112.46,113.18,0.7200000000000131,0.039999999999992,0,0.0417158108089155,8,0.09000000000000163,0.4798638780204339,0.03999999999999204,112.82
294,the,113.22,113.28,0.0600000000000022,0.0600000000000022,0,0.0395163653569066,3,0.020000000000000732,0.4500722953716043,0.060000000000002274,113.25
295,nation,113.34,113.76,0.4200000000000017,0.059999999999988,0,0.0257339090343788,6,0.07000000000000028,0.2633883354391423,0.05999999999998806,113.55000000000001
296,costing,113.82,114.3,0.480000000000004,0.0600000000000022,0,0.0334830136345988,7,0.06857142857142914,0.368350288435529,0.060000000000002274,114.06
297,the,114.36,114.42,0.0600000000000022,0.0999999999999943,0,0.0386329933449074,3,0.020000000000000732,0.4381069837149315,0.09999999999999432,114.39
298,average,114.52,114.9,0.3800000000000096,0.039999999999992,0,0.0317401023251954,7,0.05428571428571566,0.3447424802599528,0.03999999999999204,114.71000000000001
299,family,114.94,115.3,0.3599999999999994,0.0600000000000022,0,0.033926862167393,6,0.059999999999999894,0.3743622357817214,0.060000000000002274,115.12
300,an,115.36,115.42,0.0600000000000022,0.039999999999992,0,0.0293014191896376,2,0.0300000000000011,0.3117104129627542,0.03999999999999204,115.39
301,extra,115.46,115.86,0.4000000000000057,0.1200000000000045,0,0.0279668414403521,5,0.08000000000000114,0.2936335003106072,0.12000000000000455,115.66
302,thirty,115.98,116.28,0.2999999999999971,0.0999999999999943,0,0.0441661439695235,6,0.04999999999999952,0.5130537454048443,0.09999999999999432,116.13
303,five,116.38,116.64,0.2600000000000051,0.0799999999999983,0,0.0389861634695444,4,0.06500000000000128,0.4428906881471612,0.0799999999999983,116.50999999999999
304,hundred,116.72,117.06,0.3400000000000034,0.0799999999999983,0,0.0356772876793946,7,0.04857142857142906,0.3980718241526387,0.0799999999999983,116.89
305,dollars,117.14,117.6,0.4599999999999937,0.0600000000000022,0,0.0424503362896902,7,0.06571428571428481,0.4898130570501673,0.060000000000002274,117.37
306,this,117.66,117.86,0.2000000000000028,0.019999999999996,0,0.0253001760193009,4,0.0500000000000007,0.2575134032127405,0.01999999999999602,117.75999999999999
307,year,117.88,118.18,0.3000000000000113,0.7199999999999989,0,0.0146313587283871,4,0.07500000000000283,0.1130038170362748,0.7199999999999989,118.03
308,only,118.9,119.22,0.3199999999999932,0.2199999999999988,1,0.0495281543861441,4,0.0799999999999983,0.5856824056631518,0.21999999999999886,119.06
309,seventeen,119.44,120.3,0.8599999999999994,0.0600000000000022,0,0.045797261823137,9,0.09555555555555549,0.5351473064438435,0.060000000000002274,119.87
310,percent,120.36,120.76,0.4000000000000057,0.019999999999996,0,0.035824380818408,7,0.05714285714285795,0.4000642070071403,0.01999999999999602,120.56
311,of,120.78,120.84,0.0600000000000022,0.0600000000000022,0,0.0365212138457813,2,0.0300000000000011,0.4095028401446266,0.060000000000002274,120.81
312,americans,120.9,121.5,0.5999999999999943,0.0400000000000062,0,0.0349403617783919,9,0.06666666666666604,0.388090131328325,0.04000000000000625,121.2
313,say,121.54,121.68,0.1400000000000005,0.0799999999999983,0,0.0381713066434721,3,0.046666666666666835,0.4318534176121159,0.0799999999999983,121.61000000000001
314,they're,121.76,121.92,0.1599999999999966,0.0799999999999983,0,0.0475056101135115,7,0.02285714285714237,0.5582869570494958,0.0799999999999983,121.84
315,better,122.0,122.28,0.2800000000000011,0.039999999999992,0,0.0479349569475762,6,0.04666666666666685,0.5641024782666143,0.03999999999999204,122.14
316,off,122.32,122.5,0.1800000000000068,0.0999999999999943,0,0.0374519692226572,3,0.06000000000000227,0.4221099615036551,0.09999999999999432,122.41
317,now,122.6,123.0,0.4000000000000057,0.4399999999999977,0,0.0426358281349649,3,0.13333333333333522,0.4923255520220871,0.4399999999999977,122.8
318,compared,123.44,123.96,0.519999999999996,0.0200000000000102,0,0.0346032965563779,8,0.0649999999999995,0.3835245684904275,0.020000000000010232,123.69999999999999
319,to,123.98,124.06,0.0799999999999983,0.0799999999999983,0,0.0482043744214808,2,0.03999999999999915,0.5677517494651955,0.0799999999999983,124.02000000000001
320,last,124.14,124.52,0.3799999999999954,0.0200000000000102,0,0.028461085254757,4,0.09499999999999885,0.3003280539000434,0.020000000000010232,124.33
321,year,124.54,124.9,0.3599999999999994,0.3999999999999915,0,0.0376893243191373,4,0.08999999999999984,0.4253249464297194,0.3999999999999915,124.72
322,this,125.3,125.46,0.1599999999999966,0.0,0,0.0319309104867533,4,0.03999999999999915,0.3473269849631407,0.0,125.38
323,is,125.46,125.56,0.1000000000000085,0.019999999999996,0,0.043229318908553,2,0.05000000000000425,0.5003644099153428,0.01999999999999602,125.50999999999999
324,according,125.58,125.92,0.3400000000000034,0.019999999999996,0,0.0343550363667602,9,0.03777777777777816,0.3801618736117457,0.01999999999999602,125.75
325,to,125.94,126.02,0.0799999999999983,0.0600000000000022,0,0.0471350222217793,2,0.03999999999999915,0.5532673282175502,0.060000000000002274,125.97999999999999
326,a,126.08,126.14,0.0600000000000022,0.0400000000000062,0,0.0495691162478446,1,0.0600000000000022,0.5862372358305407,0.04000000000000625,126.11
327,fox,126.18,126.52,0.3399999999999892,0.0400000000000062,0,0.0236857356875041,3,0.11333333333332973,0.2356457399195239,0.04000000000000625,126.35
328,business,126.56,127.0,0.4399999999999977,0.0400000000000062,0,0.0301169035877549,8,0.054999999999999716,0.3227561839879696,0.04000000000000625,126.78
329,poll,127.04,127.32,0.2799999999999869,0.3000000000000113,0,0.0237989212495824,4,0.06999999999999673,0.237178843195274,0.30000000000001137,127.18
330,eighty,127.62,127.9,0.2800000000000011,0.059999999999988,0,0.0411506976593185,6,0.04666666666666685,0.4722093962569591,0.05999999999998806,127.76
331,one,127.96,128.14,0.1799999999999926,0.0600000000000022,0,0.055592843284232,3,0.059999999999997534,0.667828875984478,0.060000000000002274,128.04999999999998
332,percent,128.2,128.62,0.4200000000000159,0.0600000000000022,0,0.0388235230770755,7,0.060000000000002274,0.4406877170801362,0.060000000000002274,128.41
333,say,128.68,128.92,0.2399999999999806,0.4200000000000159,0,0.0559510990064971,3,0.07999999999999353,0.6726814650539304,0.4200000000000159,128.8
334,not,129.34,129.56,0.2199999999999988,0.079999999999984,0,0.0408781700786967,3,0.07333333333333293,0.4685179985299706,0.07999999999998408,129.45
335,so,129.64,129.76,0.1200000000000045,0.0800000000000125,0,0.035293025494703,2,0.06000000000000225,0.3928669764381373,0.0800000000000125,129.7
336,much,129.84,130.16,0.3199999999999932,0.539999999999992,0,0.0197578633453299,4,0.0799999999999983,0.1824425411727433,0.539999999999992,130.0
337,inflation,130.7,131.28,0.5800000000000125,0.0,0,0.0424273380020336,9,0.06444444444444583,0.489501544260942,0.0,130.99
338,is,131.28,131.32,0.039999999999992,0.0200000000000102,0,0.0255696476181618,2,0.019999999999996,0.2611634075361685,0.020000000000010232,131.3
339,a,131.34,131.38,0.039999999999992,0.0600000000000022,0,0.0579065335851137,1,0.039999999999992,0.6991679099939613,0.060000000000002274,131.36
340,top,131.44,131.7,0.2599999999999909,0.0600000000000022,0,0.0384860302419244,3,0.08666666666666363,0.4361163622040206,0.060000000000002274,131.57
341,issue,131.76,132.08,0.3200000000000216,0.0599999999999738,0,0.0489410716119537,5,0.06400000000000432,0.577730344395607,0.05999999999997385,131.92000000000002
342,in,132.14,132.2,0.0600000000000022,0.0400000000000204,0,0.0365863318526195,2,0.0300000000000011,0.4103848663303063,0.040000000000020464,132.17
343,the,132.24,132.3,0.0600000000000022,0.0600000000000022,0,0.0520339239211309,3,0.020000000000000732,0.6196231611078005,0.060000000000002274,132.27
344,country,132.36,132.76,0.3999999999999772,0.0400000000000204,0,0.037862136737019,7,0.05714285714285389,0.4276656980156988,0.040000000000020464,132.56
345,but,132.8,132.96,0.1599999999999966,0.2999999999999829,0,0.0486228406564448,3,0.0533333333333322,0.5734198925024728,0.29999999999998295,132.88
346,all,133.26,133.4,0.1400000000000147,0.0600000000000022,0,0.0407251741726266,3,0.04666666666667157,0.46644566244341,0.060000000000002274,133.32999999999998
347,democrats,133.46,134.04,0.5799999999999841,0.0600000000000022,0,0.0358134016251301,9,0.06444444444444268,0.399915493364954,0.060000000000002274,133.75
348,carry,134.1,134.34,0.2400000000000091,0.0600000000000022,0,0.0472703444984764,5,0.04800000000000182,0.5551002742389067,0.060000000000002274,134.22
349,on,134.4,134.52,0.1200000000000045,0.039999999999992,0,0.0603474438956355,2,0.06000000000000225,0.7322301444712338,0.03999999999999204,134.46
350,about,134.56,134.84,0.2800000000000011,0.039999999999992,0,0.0486288314735306,5,0.056000000000000216,0.573501038375939,0.03999999999999204,134.7
351,as,134.88,134.96,0.0800000000000125,0.079999999999984,0,0.0544881582800763,2,0.04000000000000625,0.6528658703904231,0.07999999999998408,134.92000000000002
352,january,135.04,135.62,0.5800000000000125,0.0999999999999943,0,0.0451063227267604,7,0.08285714285714464,0.5257885068536051,0.09999999999999432,135.32999999999998
353,sixth,135.72,136.22,0.5,0.7400000000000091,0,0.0178738534801941,5,0.1,0.1569235470294065,0.7400000000000091,135.97
354,the,136.96,137.02,0.0600000000000022,0.039999999999992,0,0.0300528943673823,3,0.020000000000000732,0.3218891763623543,0.03999999999999204,136.99
355,borders,137.06,137.44,0.3799999999999954,0.0600000000000022,0,0.0592002008194313,7,0.054285714285713625,0.7166906879724082,0.060000000000002274,137.25
356,wide,137.5,137.76,0.2599999999999909,0.0400000000000204,0,0.0592672473449015,4,0.06499999999999773,0.7175988360253801,0.040000000000020464,137.63
357,open,137.8,138.14,0.339999999999975,0.0800000000000125,0,0.045378161030037,4,0.08499999999999375,0.5294705682894935,0.0800000000000125,137.97
358,meanwhile,138.22,138.64,0.4199999999999875,0.0400000000000204,0,0.0568005877248592,9,0.046666666666665274,0.684187826050162,0.040000000000020464,138.43
359,illegals,138.68,139.16,0.4799999999999897,0.039999999999992,0,0.0550512874658055,8,0.059999999999998714,0.6604934792785163,0.03999999999999204,138.92000000000002
360,bring,139.2,139.42,0.2199999999999988,0.0,0,0.0453922426644071,5,0.04399999999999976,0.5296613046288672,0.0,139.31
361,in,139.42,139.5,0.0800000000000125,0.039999999999992,0,0.0436271442577682,2,0.04000000000000625,0.5057529712729882,0.03999999999999204,139.45999999999998
362,in,139.54,139.62,0.0800000000000125,0.0600000000000022,0,0.0464720693575281,2,0.04000000000000625,0.5442876033375458,0.060000000000002274,139.57999999999998
363,drugs,139.68,140.14,0.4599999999999795,0.0600000000000022,0,0.0480913810801437,5,0.09199999999999589,0.5662212498276004,0.060000000000002274,139.91
364,crime,140.2,140.6,0.4000000000000057,0.0200000000000102,0,0.0356481712151006,5,0.08000000000000114,0.3976774403993769,0.020000000000010232,140.39999999999998
365,and,140.62,140.7,0.079999999999984,0.0400000000000204,0,0.0331525824237572,3,0.026666666666661332,0.3638745835624906,0.040000000000020464,140.66
366,covered,140.74,141.18,0.4399999999999977,0.5199999999999818,0,0.0372085146647437,7,0.06285714285714253,0.4188123591117934,0.5199999999999818,140.96
367,another,141.7,142.04,0.3400000000000034,0.0800000000000125,0,0.0471516731692677,7,0.04857142857142906,0.5534928660129196,0.0800000000000125,141.87
368,massive,142.12,142.72,0.5999999999999943,0.039999999999992,0,0.0351484845104491,7,0.0857142857142849,0.3909091626289285,0.03999999999999204,142.42000000000002
369,caravan,142.76,143.38,0.6200000000000045,0.039999999999992,0,0.0454623761099281,7,0.08857142857142922,0.5306112651458597,0.03999999999999204,143.07
370,heading,143.42,143.66,0.2400000000000091,0.0200000000000102,0,0.0492242335912772,7,0.034285714285715585,0.5815657855075099,0.020000000000010232,143.54
371,to,143.68,143.76,0.079999999999984,0.0600000000000022,0,0.0601214021782215,2,0.039999999999992,0.7291683997481397,0.060000000000002274,143.72
372,america,143.82,144.3,0.4800000000000182,0.079999999999984,0,0.0422227301565157,7,0.06857142857143117,0.4867301222487356,0.07999999999998408,144.06
373,right,144.38,144.6,0.2199999999999988,0.039999999999992,0,0.0336844389818545,5,0.04399999999999976,0.3710786033727595,0.03999999999999204,144.49
