,Word,Start,End,length,time_spent,std_time_spent,speed,post_space,time
437,twenty,152.28,152.56,6,0.2800000000000011,0.04666666666666685,21.428571428571345,0.060000000000002274,152.42000000000002
438,first,152.62,152.78,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.03999999999999204,152.7
439,century,152.82,153.18,7,0.3600000000000136,0.05142857142857337,19.444444444443707,0.07999999999998408,153.0
440,skill,153.26,153.56,5,0.3000000000000113,0.06000000000000226,16.666666666666035,0.07999999999998408,153.41
441,more,153.64,153.84,4,0.200000000000017,0.05000000000000425,19.99999999999829,0.03999999999999204,153.74
442,important,153.88,154.38,9,0.5,0.05555555555555555,18.0,0.30000000000001137,154.13
443,than,154.68,154.82,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.040000000000020464,154.75
444,being,154.86,155.02,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.03999999999999204,154.94
445,able,155.06,155.3,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.03999999999999204,155.18
446,to,155.34,155.42,2,0.079999999999984,0.039999999999992,25.00000000000497,0.060000000000002274,155.38
447,stain,155.48,155.84,5,0.3600000000000136,0.07200000000000271,13.888888888888362,0.21999999999999886,155.66
448,sustained,156.06,156.52,9,0.4600000000000079,0.05111111111111199,19.56521739130401,0.060000000000002274,156.29000000000002
449,coherent,156.58,157.14,8,0.5599999999999739,0.06999999999999673,14.285714285714953,0.22000000000002728,156.86
450,confident,157.36,157.84,9,0.4799999999999897,0.05333333333333219,18.7500000000004,0.060000000000002274,157.60000000000002
451,conversation,157.9,158.7,12,0.799999999999983,0.06666666666666525,15.00000000000032,0.46000000000000796,158.3
452,now,159.16,159.26,3,0.0999999999999943,0.03333333333333143,30.000000000001705,0.040000000000020464,159.20999999999998
453,i,159.3,159.36,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.05999999999997385,159.33
454,make,159.42,159.58,4,0.160000000000025,0.04000000000000625,24.99999999999609,0.05999999999997385,159.5
455,my,159.64,159.72,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.060000000000002274,159.68
456,living,159.78,160.0,6,0.2199999999999988,0.036666666666666466,27.27272727272741,0.060000000000002274,159.89
457,talking,160.06,160.42,7,0.3599999999999852,0.05142857142856932,19.44444444444524,0.020000000000010232,160.24
458,to,160.44,160.52,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.060000000000002274,160.48000000000002
459,people,160.58,160.96,6,0.3799999999999954,0.06333333333333256,15.789473684210716,0.4199999999999875,160.77
460,noble,161.38,161.66,5,0.2800000000000011,0.056000000000000216,17.857142857142783,0.020000000000010232,161.51999999999998
461,prize,161.68,161.98,5,0.2999999999999829,0.05999999999999658,16.666666666667613,0.020000000000010232,161.82999999999998
462,winners,162.0,162.36,7,0.3600000000000136,0.05142857142857337,19.444444444443707,0.1599999999999966,162.18
463,truck,162.52,162.76,5,0.2399999999999806,0.047999999999996115,20.833333333335013,0.040000000000020464,162.64
464,drivers,162.8,163.28,7,0.4799999999999897,0.0685714285714271,14.583333333333645,0.3400000000000034,163.04000000000002
465,billionaires,163.62,164.4,12,0.7800000000000011,0.0650000000000001,15.384615384615362,0.4199999999999875,164.01
466,kindergarten,164.82,165.38,12,0.5600000000000023,0.046666666666666856,21.428571428571345,0.060000000000002274,165.1
467,teachers,165.44,165.96,8,0.5200000000000102,0.06500000000000128,15.38461538461508,0.09999999999999432,165.7
468,heads,166.06,166.32,5,0.2599999999999909,0.05199999999999818,19.230769230769905,0.040000000000020464,166.19
469,of,166.36,166.4,2,0.039999999999992,0.019999999999996,50.00000000000995,0.060000000000002274,166.38
470,state,166.46,166.88,5,0.4199999999999875,0.0839999999999975,11.90476190476226,0.9000000000000057,166.67000000000002
471,plumbers,167.78,168.38,8,0.5999999999999943,0.07499999999999929,13.33333333333346,0.4200000000000159,168.07999999999998
472,i,168.8,168.88,1,0.079999999999984,0.079999999999984,12.500000000002489,0.060000000000002274,168.84
473,talked,168.94,169.16,6,0.2199999999999988,0.036666666666666466,27.27272727272741,0.0,169.05
474,to,169.16,169.18,2,0.0200000000000102,0.0100000000000051,99.99999999994884,0.03999999999999204,169.17000000000002
475,people,169.22,169.42,6,0.1999999999999886,0.03333333333333143,30.000000000001705,0.020000000000010232,169.32
476,that,169.44,169.5,4,0.0600000000000022,0.01500000000000055,66.66666666666414,0.03999999999999204,169.47
477,i,169.54,169.56,1,0.0200000000000102,0.0200000000000102,49.99999999997442,0.07999999999998408,169.55
478,like,169.64,169.9,4,0.2600000000000193,0.06500000000000483,15.38461538461424,0.060000000000002274,169.76999999999998
479,i,169.96,170.02,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.060000000000002274,169.99
480,talked,170.08,170.26,6,0.1799999999999784,0.0299999999999964,33.333333333337336,0.020000000000010232,170.17000000000002
481,to,170.28,170.34,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.060000000000002274,170.31
482,people,170.4,170.6,6,0.1999999999999886,0.03333333333333143,30.000000000001705,0.020000000000010232,170.5
483,that,170.62,170.7,4,0.079999999999984,0.019999999999996,50.00000000000995,0.020000000000010232,170.66
484,i,170.72,170.76,1,0.039999999999992,0.039999999999992,25.00000000000497,0.14000000000001478,170.74
485,don't,170.9,171.08,5,0.1800000000000068,0.03600000000000136,27.777777777776723,0.05999999999997385,170.99
486,like,171.14,171.44,4,0.3000000000000113,0.07500000000000283,13.333333333332828,0.30000000000001137,171.29
487,i,171.74,171.84,1,0.0999999999999943,0.0999999999999943,10.000000000000568,0.07999999999998408,171.79000000000002
488,talk,171.92,172.14,4,0.2199999999999988,0.0549999999999997,18.18181818181828,0.020000000000010232,172.02999999999997
489,to,172.16,172.24,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.03999999999999204,172.2
490,some,172.28,172.44,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.060000000000002274,172.36
491,people,172.5,172.76,6,0.2599999999999909,0.043333333333331815,23.076923076923883,0.040000000000020464,172.63
492,that,172.8,172.88,4,0.079999999999984,0.019999999999996,50.00000000000995,0.020000000000010232,172.84
493,i,172.9,172.96,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.13999999999998636,172.93
494,disagree,173.1,173.6,8,0.5,0.0625,16.0,0.060000000000002274,173.35
495,with,173.66,173.84,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.12000000000000455,173.75
496,deeply,173.96,174.38,6,0.4199999999999875,0.06999999999999791,14.285714285714713,0.0800000000000125,174.17000000000002
497,on,174.46,174.56,2,0.0999999999999943,0.04999999999999715,20.000000000001137,0.03999999999999204,174.51
498,a,174.6,174.64,1,0.039999999999992,0.039999999999992,25.00000000000497,0.040000000000020464,174.62
499,personal,174.68,175.06,8,0.3799999999999954,0.047499999999999425,21.05263157894762,0.03999999999999204,174.87
500,level,175.1,175.36,5,0.2600000000000193,0.05200000000000386,19.2307692307678,0.2599999999999909,175.23000000000002
501,but,175.62,175.72,3,0.0999999999999943,0.03333333333333143,30.000000000001705,0.020000000000010232,175.67000000000002
502,i,175.74,175.78,1,0.039999999999992,0.039999999999992,25.00000000000497,0.0800000000000125,175.76
503,still,175.86,176.1,5,0.2399999999999806,0.047999999999996115,20.833333333335013,0.060000000000002274,175.98000000000002
504,have,176.16,176.3,4,0.1400000000000147,0.035000000000003674,28.57142857142556,0.01999999999998181,176.23000000000002
505,a,176.32,176.36,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.03999999999999204,176.34
506,great,176.4,176.58,5,0.1800000000000068,0.03600000000000136,27.777777777776723,0.05999999999997385,176.49
507,conversation,176.64,177.34,12,0.700000000000017,0.05833333333333476,17.142857142856727,0.060000000000002274,176.99
508,with,177.4,177.56,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.03999999999999204,177.48000000000002
509,them,177.6,177.82,4,0.2199999999999988,0.0549999999999997,18.18181818181828,0.7199999999999989,177.70999999999998
510,so,178.54,178.68,2,0.1400000000000147,0.07000000000000735,14.285714285712778,0.07999999999998408,178.61
511,i'd,178.76,178.9,3,0.1400000000000147,0.04666666666667157,21.428571428569168,0.03999999999999204,178.82999999999998
512,like,178.94,179.08,4,0.1400000000000147,0.035000000000003674,28.57142857142556,0.01999999999998181,179.01
513,to,179.1,179.16,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.020000000000010232,179.13
514,spend,179.18,179.36,5,0.1800000000000068,0.03600000000000136,27.777777777776723,0.01999999999998181,179.27
515,the,179.38,179.42,3,0.039999999999992,0.013333333333330666,75.00000000001492,0.040000000000020464,179.39999999999998
516,next,179.46,179.64,4,0.1799999999999784,0.0449999999999946,22.22222222222489,0.060000000000002274,179.55
517,ten,179.7,179.84,3,0.1400000000000147,0.04666666666667157,21.428571428569168,0.060000000000002274,179.76999999999998
518,minutes,179.9,180.12,7,0.2199999999999988,0.03142857142857126,31.818181818181984,0.03999999999999204,180.01
519,or,180.16,180.22,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.03999999999999204,180.19
520,so,180.26,180.44,2,0.1800000000000068,0.0900000000000034,11.11111111111069,0.19999999999998863,180.35
521,teaching,180.64,181.0,8,0.3600000000000136,0.0450000000000017,22.22222222222138,0.020000000000010232,180.82
522,you,181.02,181.08,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.09999999999999432,181.05
523,how,181.18,181.36,3,0.1800000000000068,0.06000000000000227,16.666666666666035,0.03999999999999204,181.27
524,to,181.4,181.48,2,0.079999999999984,0.039999999999992,25.00000000000497,0.060000000000002274,181.44
525,talk,181.54,181.92,4,0.3799999999999954,0.09499999999999885,10.52631578947381,0.5,181.73
526,and,182.42,182.54,3,0.1200000000000045,0.0400000000000015,24.99999999999905,0.060000000000002274,182.48
527,how,182.6,182.82,3,0.2199999999999988,0.07333333333333293,13.636363636363706,0.1599999999999966,182.70999999999998
528,to,182.98,183.08,2,0.1000000000000227,0.05000000000001135,19.999999999995453,0.05999999999997385,183.03
529,listen,183.14,183.5,6,0.3600000000000136,0.06000000000000227,16.666666666666035,1.4399999999999977,183.32
530,many,184.94,185.16,4,0.2199999999999988,0.0549999999999997,18.18181818181828,0.03999999999999204,185.05
531,of,185.2,185.26,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.040000000000020464,185.23
532,you,185.3,185.36,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.05999999999997385,185.33
533,have,185.42,185.52,4,0.1000000000000227,0.025000000000005674,39.999999999990905,0.01999999999998181,185.47
534,already,185.54,185.72,7,0.1800000000000068,0.025714285714286685,38.888888888887415,0.03999999999999204,185.63
535,heard,185.76,185.88,5,0.1200000000000045,0.024000000000000903,41.66666666666509,0.020000000000010232,185.82
536,a,185.9,185.94,1,0.039999999999992,0.039999999999992,25.00000000000497,0.03999999999999204,185.92000000000002
537,lot,185.98,186.14,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.0,186.06
538,of,186.14,186.14,2,0.0,0.0,inf,0.040000000000020464,186.14
539,advice,186.18,186.56,6,0.3799999999999954,0.06333333333333256,15.789473684210716,0.03999999999999204,186.37
540,on,186.6,186.7,2,0.0999999999999943,0.04999999999999715,20.000000000001137,0.060000000000002274,186.64999999999998
541,this,186.76,187.04,4,0.2800000000000011,0.07000000000000027,14.285714285714228,0.0800000000000125,186.89999999999998
542,things,187.12,187.42,6,0.2999999999999829,0.04999999999999715,20.000000000001137,0.040000000000020464,187.26999999999998
543,like,187.46,187.74,4,0.2800000000000011,0.07000000000000027,14.285714285714228,0.09999999999999432,187.60000000000002
544,look,187.84,187.98,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.040000000000020464,187.91
545,the,188.02,188.08,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.03999999999999204,188.05
546,person,188.12,188.42,6,0.2999999999999829,0.04999999999999715,20.000000000001137,0.020000000000010232,188.26999999999998
547,in,188.44,188.5,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.020000000000010232,188.47
548,the,188.52,188.56,3,0.039999999999992,0.013333333333330666,75.00000000001492,0.07999999999998408,188.54000000000002
549,eye,188.64,188.92,3,0.2800000000000011,0.0933333333333337,10.714285714285673,0.5600000000000023,188.77999999999997
550,think,189.48,189.72,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.020000000000010232,189.6
551,of,189.74,189.8,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.060000000000002274,189.77
552,interesting,189.86,190.28,11,0.4199999999999875,0.03818181818181705,26.19047619047697,0.03999999999999204,190.07
553,things,190.32,190.58,6,0.2600000000000193,0.043333333333336554,23.07692307692136,0.05999999999997385,190.45
554,topics,190.64,191.08,6,0.4400000000000261,0.07333333333333768,13.636363636362828,0.03999999999999204,190.86
555,to,191.12,191.2,2,0.079999999999984,0.039999999999992,25.00000000000497,0.2600000000000193,191.16
556,discuss,191.46,192.02,7,0.5600000000000023,0.08000000000000032,12.499999999999948,0.07999999999998408,191.74
557,in,192.1,192.18,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.01999999999998181,192.14
558,advance,192.2,192.76,7,0.5600000000000023,0.08000000000000032,12.499999999999948,0.6599999999999966,192.48
559,look,193.42,193.66,4,0.2400000000000091,0.060000000000002274,16.666666666666035,0.4399999999999977,193.54
560,nod,194.1,194.54,3,0.4399999999999977,0.14666666666666592,6.818181818181853,0.28000000000000114,194.32
561,and,194.82,195.02,3,0.200000000000017,0.06666666666667233,14.99999999999872,0.07999999999998408,194.92000000000002
562,smile,195.1,195.58,5,0.4800000000000182,0.09600000000000364,10.416666666666272,0.01999999999998181,195.34
563,to,195.6,195.68,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.03999999999999204,195.64
564,show,195.72,195.94,4,0.2199999999999988,0.0549999999999997,18.18181818181828,0.060000000000002274,195.82999999999998
565,that,196.0,196.1,4,0.0999999999999943,0.024999999999998575,40.000000000002274,0.020000000000010232,196.05
566,you're,196.12,196.22,6,0.0999999999999943,0.016666666666665716,60.00000000000341,0.03999999999999204,196.17000000000002
567,paying,196.26,196.46,6,0.200000000000017,0.033333333333336164,29.99999999999744,0.01999999999998181,196.36
568,attention,196.48,197.0,9,0.5200000000000102,0.05777777777777891,17.307692307691966,1.2199999999999989,196.74
569,repeat,198.22,198.66,6,0.4399999999999977,0.07333333333333296,13.636363636363706,0.060000000000002274,198.44
570,back,198.72,198.98,4,0.2599999999999909,0.06499999999999773,15.384615384615923,0.020000000000010232,198.85
571,which,199.0,199.16,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000010232,199.07999999999998
572,you,199.18,199.24,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.03999999999999204,199.21
573,just,199.28,199.44,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.03999999999999204,199.36
574,heard,199.48,199.72,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.03999999999999204,199.6
575,or,199.76,199.8,2,0.0400000000000204,0.0200000000000102,49.99999999997442,0.07999999999998408,199.78
576,summarize,199.88,200.46,9,0.5800000000000125,0.06444444444444583,15.51724137931001,0.03999999999999204,200.17000000000002
577,it,200.5,200.62,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.47999999999998977,200.56
578,so,201.1,201.2,2,0.0999999999999943,0.04999999999999715,20.000000000001137,0.040000000000020464,201.14999999999998
579,i,201.24,201.28,1,0.039999999999992,0.039999999999992,25.00000000000497,0.060000000000002274,201.26
580,want,201.34,201.52,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.0,201.43
581,you,201.52,201.6,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.03999999999999204,201.56
582,to,201.64,201.66,2,0.0200000000000102,0.0100000000000051,99.99999999994884,0.03999999999999204,201.64999999999998
583,forget,201.7,202.04,6,0.3400000000000034,0.05666666666666723,17.647058823529235,0.14000000000001478,201.87
584,all,202.18,202.36,3,0.1800000000000068,0.06000000000000227,16.666666666666035,0.05999999999997385,202.27
585,of,202.42,202.46,2,0.0400000000000204,0.0200000000000102,49.99999999997442,0.07999999999998408,202.44
586,that,202.54,202.7,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.0800000000000125,202.62
587,it,202.78,202.88,2,0.0999999999999943,0.04999999999999715,20.000000000001137,0.020000000000010232,202.82999999999998
588,is,202.9,203.02,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.07999999999998408,202.96
589,crap,203.1,203.62,4,0.5200000000000102,0.13000000000000256,7.692307692307541,3.5600000000000023,203.36
590,there,207.18,207.34,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000010232,207.26
591,is,207.36,207.48,2,0.1199999999999761,0.05999999999998805,16.666666666669983,0.10000000000002274,207.42000000000002
592,no,207.58,207.74,2,0.1599999999999966,0.0799999999999983,12.500000000000266,0.12000000000000455,207.66000000000003
593,reason,207.86,208.34,6,0.4799999999999897,0.07999999999999828,12.500000000000266,0.09999999999999432,208.10000000000002
594,to,208.44,208.52,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.060000000000002274,208.48000000000002
595,learn,208.58,208.78,5,0.1999999999999886,0.03999999999999772,25.00000000000142,0.060000000000002274,208.68
596,how,208.84,208.96,3,0.1200000000000045,0.0400000000000015,24.99999999999905,0.01999999999998181,208.9
597,to,208.98,209.06,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.09999999999999432,209.01999999999998
598,show,209.16,209.6,4,0.4399999999999977,0.10999999999999943,9.090909090909138,0.09999999999999432,209.38
599,your,209.7,209.86,4,0.160000000000025,0.04000000000000625,24.99999999999609,0.05999999999997385,209.78
600,paying,209.92,210.22,6,0.3000000000000113,0.05000000000000188,19.999999999999243,0.03999999999999204,210.07
601,attention,210.26,210.9,9,0.6400000000000148,0.07111111111111275,14.062499999999677,0.47999999999998977,210.57999999999998
602,if,211.38,211.54,2,0.1599999999999966,0.0799999999999983,12.500000000000266,0.020000000000010232,211.45999999999998
603,you,211.56,211.64,3,0.079999999999984,0.026666666666661332,37.50000000000746,0.0800000000000125,211.6
604,are,211.72,211.86,3,0.1400000000000147,0.04666666666667157,21.428571428569168,0.03999999999999204,211.79000000000002
605,in,211.9,212.0,2,0.0999999999999943,0.04999999999999715,20.000000000001137,0.060000000000002274,211.95
606,fact,212.06,212.54,4,0.4799999999999897,0.11999999999999743,8.333333333333512,1.3600000000000136,212.3
607,paying,213.9,214.22,6,0.3199999999999932,0.0533333333333322,18.7500000000004,0.020000000000010232,214.06
608,attention,214.24,214.82,9,0.5799999999999841,0.06444444444444268,15.517241379310772,5.099999999999994,214.53
609,now,219.92,220.04,3,0.1200000000000045,0.0400000000000015,24.99999999999905,0.12000000000000455,219.98
610,i,220.16,220.26,1,0.0999999999999943,0.0999999999999943,10.000000000000568,0.12000000000000455,220.20999999999998
611,actually,220.38,220.7,8,0.3199999999999932,0.03999999999999915,25.000000000000533,0.0800000000000125,220.54
612,use,220.78,220.94,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.03999999999999204,220.86
613,the,220.98,221.02,3,0.0400000000000204,0.013333333333340134,74.99999999996163,0.060000000000002274,221.0
614,exact,221.08,221.46,5,0.3799999999999954,0.07599999999999908,13.157894736842264,0.03999999999999204,221.27
615,same,221.5,221.72,4,0.2199999999999988,0.0549999999999997,18.18181818181828,0.03999999999999204,221.61
616,skills,221.76,222.06,6,0.3000000000000113,0.05000000000000188,19.999999999999243,0.020000000000010232,221.91
617,as,222.08,222.2,2,0.1199999999999761,0.05999999999998805,16.666666666669983,0.020000000000010232,222.14
618,a,222.22,222.26,1,0.039999999999992,0.039999999999992,25.00000000000497,0.10000000000002274,222.24
619,professional,222.36,223.02,12,0.6599999999999966,0.054999999999999716,18.18181818181828,0.03999999999999204,222.69
620,interviewer,223.06,223.52,11,0.4600000000000079,0.04181818181818254,23.91304347826045,0.03999999999999204,223.29000000000002
621,that,223.56,223.64,4,0.079999999999984,0.019999999999996,50.00000000000995,0.020000000000010232,223.6
622,i,223.66,223.72,1,0.0600000000000022,0.0600000000000022,16.666666666666035,0.0800000000000125,223.69
623,do,223.8,223.92,2,0.1199999999999761,0.05999999999998805,16.666666666669983,0.12000000000000455,223.86
624,in,224.04,224.16,2,0.1200000000000045,0.06000000000000225,16.666666666666035,0.09999999999999432,224.1
625,regular,224.26,224.68,7,0.4200000000000159,0.060000000000002274,16.666666666666035,0.060000000000002274,224.47
626,life,224.74,225.1,4,0.3599999999999852,0.0899999999999963,11.111111111111567,1.5,224.92000000000002
627,so,226.6,226.96,2,0.3600000000000136,0.1800000000000068,5.555555555555345,1.1799999999999784,226.78
628,i'm,228.14,228.34,3,0.200000000000017,0.06666666666667233,14.99999999999872,0.03999999999999204,228.24
629,going,228.38,228.5,5,0.1200000000000045,0.024000000000000903,41.66666666666509,0.0,228.44
630,to,228.5,228.54,2,0.039999999999992,0.019999999999996,50.00000000000995,0.060000000000002274,228.51999999999998
631,teach,228.6,228.84,5,0.2400000000000091,0.04800000000000182,20.833333333332543,0.020000000000010232,228.72
632,you,228.86,228.92,3,0.0599999999999738,0.019999999999991268,50.00000000002179,0.060000000000002274,228.89
633,how,228.98,229.1,3,0.1200000000000045,0.0400000000000015,24.99999999999905,0.020000000000010232,229.04
634,to,229.12,229.18,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.060000000000002274,229.15
635,interview,229.24,229.58,9,0.3400000000000034,0.03777777777777816,26.470588235293853,0.05999999999997385,229.41000000000003
636,people,229.64,229.98,6,0.3400000000000034,0.05666666666666723,17.647058823529235,0.040000000000020464,229.81
637,and,230.02,230.12,3,0.0999999999999943,0.03333333333333143,30.000000000001705,0.03999999999999204,230.07
638,that's,230.16,230.34,6,0.1800000000000068,0.030000000000001133,33.33333333333207,0.060000000000002274,230.25
639,actually,230.4,230.64,8,0.2399999999999806,0.029999999999997574,33.333333333336014,0.040000000000020464,230.51999999999998
640,going,230.68,230.76,5,0.079999999999984,0.0159999999999968,62.500000000012434,0.0,230.72
641,to,230.76,230.8,2,0.0400000000000204,0.0200000000000102,49.99999999997442,0.060000000000002274,230.78
642,help,230.86,231.04,4,0.1799999999999784,0.0449999999999946,22.22222222222489,0.040000000000020464,230.95
643,you,231.08,231.14,3,0.0599999999999738,0.019999999999991268,50.00000000002179,0.0800000000000125,231.11
644,learn,231.22,231.44,5,0.2199999999999988,0.04399999999999976,22.727272727272844,0.03999999999999204,231.32999999999998
645,how,231.48,231.64,3,0.1599999999999966,0.0533333333333322,18.7500000000004,0.060000000000002274,231.56
646,to,231.7,231.78,2,0.0800000000000125,0.04000000000000625,24.99999999999609,0.060000000000002274,231.74
647,be,231.84,231.98,2,0.1399999999999863,0.06999999999999315,14.285714285715676,0.4200000000000159,231.91
648,better,232.4,232.68,6,0.2800000000000011,0.04666666666666685,21.428571428571345,0.060000000000002274,232.54000000000002
649,conversations,232.74,233.52,13,0.7800000000000011,0.06000000000000009,16.666666666666643,0.07999999999998408,233.13
650,learn,233.6,233.76,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.020000000000010232,233.68
651,to,233.78,233.84,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.03999999999999204,233.81
652,have,233.88,234.04,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.0,233.95999999999998
653,a,234.04,234.08,1,0.0400000000000204,0.0400000000000204,24.99999999998721,0.05999999999997385,234.06
654,conversation,234.14,234.7,12,0.5600000000000023,0.046666666666666856,21.428571428571345,0.28000000000000114,234.42
655,without,234.98,235.28,7,0.3000000000000113,0.042857142857144474,23.333333333332448,0.03999999999999204,235.13
656,wasting,235.32,235.64,7,0.3199999999999932,0.04571428571428474,21.875000000000465,0.020000000000010232,235.48
657,your,235.66,235.76,4,0.0999999999999943,0.024999999999998575,40.000000000002274,0.040000000000020464,235.70999999999998
658,time,235.8,236.1,4,0.2999999999999829,0.07499999999999572,13.33333333333409,0.21999999999999886,235.95
659,without,236.32,236.54,7,0.2199999999999988,0.03142857142857126,31.818181818181984,0.060000000000002274,236.43
660,getting,236.6,236.8,7,0.200000000000017,0.028571428571431,34.999999999997016,0.03999999999999204,236.7
661,board,236.84,237.12,5,0.2800000000000011,0.056000000000000216,17.857142857142783,0.060000000000002274,236.98000000000002
662,and,237.18,237.36,3,0.1800000000000068,0.06000000000000227,16.666666666666035,0.39999999999997726,237.27
663,please,237.76,238.06,6,0.3000000000000113,0.05000000000000188,19.999999999999243,0.03999999999999204,237.91
664,god,238.1,238.38,3,0.2800000000000011,0.0933333333333337,10.714285714285673,0.4399999999999977,238.24
665,without,238.82,239.14,7,0.3199999999999932,0.04571428571428474,21.875000000000465,0.060000000000002274,238.98
666,offending,239.2,239.68,9,0.4800000000000182,0.053333333333335356,18.74999999999929,0.03999999999999204,239.44
667,anybody,239.72,240.22,7,0.5,0.07142857142857142,14.0,0.7400000000000091,239.97
668,we've,240.96,241.12,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.07999999999998408,241.04000000000002
669,all,241.2,241.42,3,0.2199999999999988,0.07333333333333293,13.636363636363706,0.12000000000000455,241.31
670,had,241.54,241.86,3,0.3200000000000216,0.10666666666667386,9.374999999999368,0.05999999999997385,241.7
671,really,241.92,242.14,6,0.2199999999999988,0.036666666666666466,27.27272727272741,0.060000000000002274,242.02999999999997
672,great,242.2,242.38,5,0.1800000000000068,0.03600000000000136,27.777777777776723,0.060000000000002274,242.29
673,conversations,242.44,243.12,13,0.6800000000000068,0.05230769230769283,19.117647058823337,0.03999999999999204,242.78
674,we've,243.16,243.32,5,0.1599999999999966,0.03199999999999932,31.250000000000668,0.040000000000020464,243.24
675,had,243.36,243.58,3,0.2199999999999988,0.07333333333333293,13.636363636363706,0.07999999999998408,243.47000000000003
676,them,243.66,243.76,4,0.0999999999999943,0.024999999999998575,40.000000000002274,0.040000000000020464,243.70999999999998
677,before,243.8,244.08,6,0.2800000000000011,0.04666666666666685,21.428571428571345,0.03999999999999204,243.94
678,we,244.12,244.16,2,0.039999999999992,0.019999999999996,50.00000000000995,0.0800000000000125,244.14
679,know,244.24,244.38,4,0.1399999999999863,0.034999999999996576,28.571428571431355,0.03999999999999204,244.31
680,what,244.42,244.5,4,0.0800000000000125,0.020000000000003126,49.99999999999218,0.020000000000010232,244.45999999999998
681,it's,244.52,244.64,4,0.1199999999999761,0.029999999999994025,33.333333333339965,0.040000000000020464,244.57999999999998
682,like,244.68,244.9,4,0.2199999999999988,0.0549999999999997,18.18181818181828,0.03999999999999204,244.79000000000002
683,the,244.94,245.0,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.060000000000002274,244.97
684,kind,245.06,245.24,4,0.1800000000000068,0.0450000000000017,22.22222222222138,0.0,245.15
685,of,245.24,245.3,2,0.0600000000000022,0.0300000000000011,33.33333333333207,0.01999999999998181,245.27
686,conversation,245.32,245.86,12,0.5400000000000205,0.045000000000001705,22.22222222222138,0.01999999999998181,245.59
687,where,245.88,245.96,5,0.0800000000000125,0.016000000000002502,62.49999999999023,0.01999999999998181,245.92000000000002
688,you,245.98,246.04,3,0.0600000000000022,0.020000000000000732,49.9999999999981,0.0800000000000125,246.01
689,walk,246.12,246.32,4,0.1999999999999886,0.04999999999999715,20.000000000001137,0.020000000000010232,246.22
690,away,246.34,246.5,4,0.1599999999999966,0.03999999999999915,25.000000000000533,0.060000000000002274,246.42000000000002
691,feeling,246.56,246.84,7,0.2800000000000011,0.040000000000000153,24.999999999999897,0.07999999999998408,246.7
692,engaged,246.92,247.6,7,0.6800000000000068,0.09714285714285811,10.29411764705872,0.020000000000010232,247.26
693,and,247.62,247.72,3,0.0999999999999943,0.03333333333333143,30.000000000001705,0.020000000000010232,247.67000000000002
694,inspired,247.74,248.52,8,0.7800000000000011,0.09750000000000014,10.25641025641024,0.4399999999999977,248.13
